PdfType: central
Format: lhagrid1
---
  1.00000000E-09  1.28050870E-09  1.63970270E-09  2.09965360E-09  2.68862480E-09  3.44280760E-09  4.40854520E-09  5.64518080E-09  7.22870340E-09  9.25641790E-09  1.18529240E-08  1.51777730E-08  1.94352710E-08  2.48870350E-08  3.18680660E-08  4.08073370E-08  5.22541520E-08  6.69118990E-08  8.56812720E-08  1.09715620E-07  1.40491810E-07  1.79900990E-07  2.30364790E-07  2.94984130E-07  3.77729760E-07  4.83686270E-07  6.19364500E-07  7.93101660E-07  1.01557360E-06  1.30045090E-06  1.66523880E-06  2.13235280E-06  2.73049640E-06  3.49642460E-06  4.47720220E-06  5.73309660E-06  7.34128040E-06  9.40057380E-06  1.20375170E-05  1.54141460E-05  1.97379490E-05  2.52746160E-05  3.23643670E-05  4.14428550E-05  5.30679380E-05  6.79539590E-05  8.70156390E-05  1.11424290E-04  1.42679780E-04  1.82702700E-04  2.33952410E-04  2.99578100E-04  3.83612380E-04  4.91219010E-04  6.29010240E-04  8.05453120E-04  1.03138980E-03  1.32070360E-03  1.69117250E-03  2.16556120E-03  2.77302010E-03  3.55087650E-03  4.54692850E-03  5.82238170E-03  7.45561070E-03  9.54697470E-03  1.22249850E-02  1.56542000E-02  2.00453400E-02  2.56682330E-02  3.28683970E-02  4.20882700E-02  5.38943980E-02  6.90122480E-02  8.83707870E-02  1.00000000E-01  1.12162160E-01  1.24324320E-01  1.36486490E-01  1.48648650E-01  1.60810810E-01  1.72972970E-01  1.85135140E-01  1.97297300E-01  2.09459460E-01  2.21621620E-01  2.33783780E-01  2.45945950E-01  2.58108110E-01  2.70270270E-01  2.82432430E-01  2.94594590E-01  3.06756760E-01  3.18918920E-01  3.31081080E-01  3.43243240E-01  3.55405410E-01  3.67567570E-01  3.79729730E-01  3.91891890E-01  4.04054050E-01  4.16216220E-01  4.28378380E-01  4.40540540E-01  4.52702700E-01  4.64864860E-01  4.77027030E-01  4.89189190E-01  5.01351350E-01  5.13513510E-01  5.25675680E-01  5.37837840E-01  5.50000000E-01  5.62162160E-01  5.74324320E-01  5.86486490E-01  5.98648650E-01  6.10810810E-01  6.22972970E-01  6.35135140E-01  6.47297300E-01  6.59459460E-01  6.71621620E-01  6.83783780E-01  6.95945950E-01  7.08108110E-01  7.20270270E-01  7.32432430E-01  7.44594590E-01  7.56756760E-01  7.68918920E-01  7.81081080E-01  7.93243240E-01  8.05405410E-01  8.17567570E-01  8.29729730E-01  8.41891890E-01  8.54054050E-01  8.66216220E-01  8.78378380E-01  8.90540540E-01  9.02702700E-01  9.14864860E-01  9.27027030E-01  9.39189190E-01  9.51351350E-01  9.63513510E-01  9.75675680E-01  9.87837840E-01  1.00000000E+00
  1.65000000E+00  1.78743880E+00  1.94290530E+00  2.11937490E+00  2.32041000E+00  2.55029450E+00  2.81420250E+00  3.11841230E+00  3.47057750E+00  3.88007520E+00  4.35845160E+00  4.92000000E+00
 -5 -4 -3 -2 -1 21  1  2  3  4  5
  4.79240967E+02  4.79667163E+02  4.90358063E+02  4.79644526E+02  4.91960159E+02  4.04456814E+04  4.91957885E+02  4.79642173E+02  4.90360501E+02  4.79667160E+02  4.79240967E+02
  5.47762577E+02  5.51058717E+02  5.61681295E+02  5.51069288E+02  5.63247765E+02  4.58176134E+04  5.63245482E+02  5.51066904E+02  5.61683752E+02  5.51058709E+02  5.47762577E+02
  6.29036243E+02  6.35539036E+02  6.46094735E+02  6.35582395E+02  6.47626324E+02  5.20290376E+04  6.47624008E+02  6.35579978E+02  6.46097195E+02  6.35539036E+02  6.29036243E+02
  7.25204237E+02  7.35281087E+02  7.45771277E+02  7.35356687E+02  7.47268782E+02  5.91691864E+04  7.47266441E+02  7.35354246E+02  7.45773791E+02  7.35281071E+02  7.25204237E+02
  8.38590038E+02  8.52640860E+02  8.63066876E+02  8.52748193E+02  8.64530995E+02  6.73300010E+04  8.64528619E+02  8.52745735E+02  8.63069385E+02  8.52640860E+02  8.38590038E+02
  9.71659239E+02  9.90123941E+02  1.00048705E+03  9.90262566E+02  1.00191852E+03  7.66043255E+04  1.00191612E+03  9.90260051E+02  1.00048961E+03  9.90123917E+02  9.71659239E+02
  1.12702247E+03  1.15038235E+03  1.16068383E+03  1.15055189E+03  1.16208331E+03  8.70855799E+04  1.16208085E+03  1.15054932E+03  1.16068637E+03  1.15038232E+03  1.12702247E+03
  1.30754447E+03  1.33632568E+03  1.34656657E+03  1.33652558E+03  1.34793472E+03  9.88727988E+04  1.34793224E+03  1.33652300E+03  1.34656916E+03  1.33632566E+03  1.30754447E+03
  1.51589511E+03  1.55069637E+03  1.56087840E+03  1.55092685E+03  1.56221586E+03  1.12055750E+05  1.56221332E+03  1.55092423E+03  1.56088102E+03  1.55069634E+03  1.51589511E+03
  1.75559207E+03  1.79704930E+03  1.80717227E+03  1.79730875E+03  1.80847960E+03  1.26743592E+05  1.80847703E+03  1.79730612E+03  1.80717493E+03  1.79704932E+03  1.75559207E+03
  2.02910714E+03  2.07798208E+03  2.08804741E+03  2.07827044E+03  2.08932512E+03  1.43016837E+05  2.08932255E+03  2.07826774E+03  2.08805007E+03  2.07798207E+03  2.02910714E+03
  2.34094226E+03  2.39800799E+03  2.40801718E+03  2.39832564E+03  2.40926592E+03  1.61000390E+05  2.40926326E+03  2.39832277E+03  2.40801984E+03  2.39800799E+03  2.34094226E+03
  4.57174974E+02  4.57593596E+02  4.67733578E+02  4.57836359E+02  4.69016839E+02  3.84294925E+04  4.69014415E+02  4.57833826E+02  4.67736226E+02  4.57593597E+02  4.57174974E+02
  5.22784420E+02  5.25948993E+02  5.36029629E+02  5.26223846E+02  5.37281713E+02  4.35297605E+04  5.37279247E+02  5.26221282E+02  5.36032280E+02  5.25948990E+02  5.22784420E+02
  6.00599008E+02  6.06831716E+02  6.16852055E+02  6.07138122E+02  6.18073636E+02  4.94201289E+04  6.18071138E+02  6.07135519E+02  6.16854742E+02  6.06831709E+02  6.00599008E+02
  6.92606370E+02  7.02258512E+02  7.12219752E+02  7.02595877E+02  7.13411485E+02  5.61778401E+04  7.13408956E+02  7.02593238E+02  7.12222469E+02  7.02258503E+02  6.92606370E+02
  8.00965164E+02  8.14419483E+02  8.24322790E+02  8.14787301E+02  8.25485340E+02  6.38845083E+04  8.25482758E+02  8.14784606E+02  8.24325535E+02  8.14419457E+02  8.00965164E+02
  9.27943017E+02  9.45618435E+02  9.55465014E+02  9.46016221E+02  9.56598968E+02  7.26222945E+04  9.56596354E+02  9.46013497E+02  9.55467761E+02  9.45618425E+02  9.27943017E+02
  1.07593862E+03  1.09829546E+03  1.10808625E+03  1.09872275E+03  1.10919223E+03  8.24753600E+04  1.10918960E+03  1.09872000E+03  1.10808903E+03  1.09829546E+03  1.07593862E+03
  1.24757227E+03  1.27511315E+03  1.28484918E+03  1.27556953E+03  1.28592770E+03  9.35292429E+04  1.28592503E+03  1.27556673E+03  1.28485195E+03  1.27511314E+03  1.24757227E+03
  1.44527808E+03  1.47857422E+03  1.48825512E+03  1.47905790E+03  1.48930676E+03  1.05863215E+05  1.48930406E+03  1.47905506E+03  1.48825790E+03  1.47857420E+03  1.44527808E+03
  1.67224525E+03  1.71190366E+03  1.72153296E+03  1.71241679E+03  1.72255821E+03  1.19572088E+05  1.72255549E+03  1.71241394E+03  1.72153577E+03  1.71190363E+03  1.67224525E+03
