# ptl2
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.37842490E-01	 0.27601180E-03
# sum	  1.6268591    	 0.10076967E-02
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	  0.0000000    	  0.0000000    
  15.000000    	  30.000000    	 0.36464495E-01	 0.19563291E-03
  30.000000    	  45.000000    	 0.43503138    	 0.50837284E-03
  45.000000    	  60.000000    	 0.51372872    	 0.49456324E-03
  60.000000    	  75.000000    	 0.27925155    	 0.40281463E-03
  75.000000    	  90.000000    	 0.14943398    	 0.31332523E-03
  90.000000    	  105.00000    	 0.81945637E-01	 0.24256148E-03
  105.00000    	  120.00000    	 0.46890875E-01	 0.19213003E-03
  120.00000    	  135.00000    	 0.28453077E-01	 0.15808237E-03
  135.00000    	  150.00000    	 0.17816856E-01	 0.12957499E-03
