# ptl1
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.76968806E-01	 0.33630440E-03
# sum	  1.6269137    	 0.10188275E-02
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	  0.0000000    	  0.0000000    
  15.000000    	  30.000000    	 0.70917591E-02	 0.94925896E-04
  30.000000    	  45.000000    	 0.13367952    	 0.32642392E-03
  45.000000    	  60.000000    	 0.50722347    	 0.51185849E-03
  60.000000    	  75.000000    	 0.36203983    	 0.44586362E-03
  75.000000    	  90.000000    	 0.23064348    	 0.37130978E-03
  90.000000    	  105.00000    	 0.13980457    	 0.29883415E-03
  105.00000    	  120.00000    	 0.84517339E-01	 0.23990007E-03
  120.00000    	  135.00000    	 0.51981083E-01	 0.19554459E-03
  135.00000    	  150.00000    	 0.32963845E-01	 0.15996680E-03
