PdfType: central
Format: lhagrid1
---
  1.00000000E-09  1.28050870E-09  1.63970270E-09  2.09965360E-09  2.68862480E-09  3.44280760E-09  4.40854520E-09  5.64518080E-09  7.22870340E-09  9.25641790E-09  1.18529240E-08  1.51777730E-08  1.94352710E-08  2.48870350E-08  3.18680660E-08  4.08073370E-08  5.22541520E-08  6.69118990E-08  8.56812720E-08  1.09715620E-07  1.40491810E-07  1.79900990E-07  2.30364790E-07  2.94984130E-07  3.77729760E-07  4.83686270E-07  6.19364500E-07  7.93101660E-07  1.01557360E-06  1.30045090E-06  1.66523880E-06  2.13235280E-06  2.73049640E-06  3.49642460E-06  4.47720220E-06  5.73309660E-06  7.34128040E-06  9.40057380E-06  1.20375170E-05  1.54141460E-05  1.97379490E-05  2.52746160E-05  3.23643670E-05  4.14428550E-05  5.30679380E-05  6.79539590E-05  8.70156390E-05  1.11424290E-04  1.42679780E-04  1.82702700E-04  2.33952410E-04  2.99578100E-04  3.83612380E-04  4.91219010E-04  6.29010240E-04  8.05453120E-04  1.03138980E-03  1.32070360E-03  1.69117250E-03  2.16556120E-03  2.77302010E-03  3.55087650E-03  4.54692850E-03  5.82238170E-03  7.45561070E-03  9.54697470E-03  1.22249850E-02  1.56542000E-02  2.00453400E-02  2.56682330E-02  3.28683970E-02  4.20882700E-02  5.38943980E-02  6.90122480E-02  8.83707870E-02  1.00000000E-01  1.12162160E-01  1.24324320E-01  1.36486490E-01  1.48648650E-01  1.60810810E-01  1.72972970E-01  1.85135140E-01  1.97297300E-01  2.09459460E-01  2.21621620E-01  2.33783780E-01  2.45945950E-01  2.58108110E-01  2.70270270E-01  2.82432430E-01  2.94594590E-01  3.06756760E-01  3.18918920E-01  3.31081080E-01  3.43243240E-01  3.55405410E-01  3.67567570E-01  3.79729730E-01  3.91891890E-01  4.04054050E-01  4.16216220E-01  4.28378380E-01  4.40540540E-01  4.52702700E-01  4.64864860E-01  4.77027030E-01  4.89189190E-01  5.01351350E-01  5.13513510E-01  5.25675680E-01  5.37837840E-01  5.50000000E-01  5.62162160E-01  5.74324320E-01  5.86486490E-01  5.98648650E-01  6.10810810E-01  6.22972970E-01  6.35135140E-01  6.47297300E-01  6.59459460E-01  6.71621620E-01  6.83783780E-01  6.95945950E-01  7.08108110E-01  7.20270270E-01  7.32432430E-01  7.44594590E-01  7.56756760E-01  7.68918920E-01  7.81081080E-01  7.93243240E-01  8.05405410E-01  8.17567570E-01  8.29729730E-01  8.41891890E-01  8.54054050E-01  8.66216220E-01  8.78378380E-01  8.90540540E-01  9.02702700E-01  9.14864860E-01  9.27027030E-01  9.39189190E-01  9.51351350E-01  9.63513510E-01  9.75675680E-01  9.87837840E-01  1.00000000E+00
  1.65000000E+00  1.78743880E+00  1.94290530E+00  2.11937490E+00  2.32041000E+00  2.55029450E+00  2.81420250E+00  3.11841230E+00  3.47057750E+00  3.88007520E+00  4.35845160E+00  4.92000000E+00
 -5 -4 -3 -2 -1 21  1  2  3  4  5
 -2.50091872E+03 -2.50092467E+03 -2.50034399E+03 -2.50788812E+03 -2.49856530E+03  1.89675450E+04 -2.49857616E+03 -2.50789994E+03 -2.50033489E+03 -2.50092467E+03 -2.50091872E+03
 -2.81228642E+03 -2.81132158E+03 -2.81075727E+03 -2.81823289E+03 -2.80901214E+03  2.13602961E+04 -2.80902314E+03 -2.81824489E+03 -2.81074816E+03 -2.81132160E+03 -2.81228642E+03
 -3.18180342E+03 -3.17971453E+03 -3.17916601E+03 -3.18657455E+03 -3.17745374E+03  2.42319369E+04 -3.17746491E+03 -3.18658674E+03 -3.17915688E+03 -3.17971457E+03 -3.18180342E+03
 -3.62102169E+03 -3.61763982E+03 -3.61710662E+03 -3.62444938E+03 -3.61542654E+03  2.76708182E+04 -3.61543786E+03 -3.62446176E+03 -3.61709745E+03 -3.61763987E+03 -3.62102169E+03
 -4.14286319E+03 -4.13800628E+03 -4.13748796E+03 -4.14476617E+03 -4.13583944E+03  3.17747142E+04 -4.13585092E+03 -4.14477873E+03 -4.13747877E+03 -4.13800634E+03 -4.14286319E+03
 -4.76155786E+03 -4.75501685E+03 -4.75451299E+03 -4.76172783E+03 -4.75289541E+03  3.66480506E+04 -4.75290704E+03 -4.76174059E+03 -4.75450376E+03 -4.75501694E+03 -4.76155786E+03
 -5.49266450E+03 -5.48421828E+03 -5.48372849E+03 -5.49088106E+03 -5.48214125E+03  4.24036396E+04 -5.48215306E+03 -5.49089402E+03 -5.48371925E+03 -5.48421839E+03 -5.49266450E+03
 -6.35363436E+03 -6.34303980E+03 -6.34256367E+03 -6.34965505E+03 -6.34100623E+03  4.91662724E+04 -6.34101819E+03 -6.34966820E+03 -6.34255439E+03 -6.34303992E+03 -6.35363436E+03
 -7.36205176E+03 -7.34902200E+03 -7.34855917E+03 -7.35559039E+03 -7.34703098E+03  5.70569647E+04 -7.34704310E+03 -7.35560373E+03 -7.34854986E+03 -7.34902213E+03 -7.36205176E+03
 -8.53992821E+03 -8.52417549E+03 -8.52372561E+03 -8.53069763E+03 -8.52222617E+03  6.62304195E+04 -8.52223844E+03 -8.53071115E+03 -8.52371627E+03 -8.52417562E+03 -8.53992821E+03
 -9.90596582E+03 -9.88711455E+03 -9.88667726E+03 -9.89359104E+03 -9.88520609E+03  7.68077008E+04 -9.88521851E+03 -9.89360476E+03 -9.88666790E+03 -9.88711470E+03 -9.90596582E+03
 -1.14888246E+04 -1.14665196E+04 -1.14660946E+04 -1.14729510E+04 -1.14646512E+04  8.89883027E+04 -1.14646638E+04 -1.14729649E+04 -1.14660852E+04 -1.14665198E+04 -1.14888246E+04
 -2.37981447E+03 -2.37980431E+03 -2.37938512E+03 -2.38632184E+03 -2.37793141E+03  1.80482978E+04 -2.37794308E+03 -2.38633461E+03 -2.37937559E+03 -2.37980431E+03 -2.37981447E+03
