PdfType: central
Format: lhagrid1
---
  9.26136000E-10  1.13119000E-09  1.38163000E-09  1.68753000E-09  2.06115000E-09  2.51750000E-09  3.07488000E-09  3.75567000E-09  4.58718000E-09  5.60280000E-09  6.84327000E-09  8.35839000E-09  1.02090000E-08  1.24693000E-08  1.52300000E-08  1.86019000E-08  2.27205000E-08  2.77508000E-08  3.38949000E-08  4.13994000E-08  5.05653000E-08  6.17606000E-08  7.54346000E-08  9.21360000E-08  1.12535000E-07  1.37451000E-07  1.67883000E-07  2.05052000E-07  2.50452000E-07  3.05902000E-07  3.73630000E-07  4.56353000E-07  5.57390000E-07  6.80798000E-07  8.31529000E-07  1.01563000E-06  1.24050000E-06  1.51514000E-06  1.85060000E-06  2.26033000E-06  2.76077000E-06  3.37202000E-06  4.11859000E-06  5.03046000E-06  6.14421000E-06  7.50456000E-06  9.16609000E-06  1.11955000E-05  1.36742000E-05  1.67017000E-05  2.03995000E-05  2.49160000E-05  3.04325000E-05  3.71703000E-05  4.53999000E-05  5.54516000E-05  6.77287000E-05  8.27241000E-05  1.01039000E-04  1.23410000E-04  1.50733000E-04  1.84106000E-04  2.24867000E-04  2.74654000E-04  3.35463000E-04  4.09735000E-04  5.00451000E-04  6.11253000E-04  7.46586000E-04  9.11882000E-04  1.11378000E-03  1.36037000E-03  1.66156000E-03  2.02943000E-03  2.47875000E-03  3.02755000E-03  3.69786000E-03  4.51658000E-03  5.51656000E-03  6.73795000E-03  8.22975000E-03  1.00518000E-02  1.22773000E-02  1.49956000E-02  1.83156000E-02  2.23708000E-02  2.73237000E-02  3.33733000E-02  4.07622000E-02  4.97871000E-02  6.08101000E-02  7.42736000E-02  9.07180000E-02  1.10803000E-01  1.35335000E-01  1.44665000E-01  1.54638000E-01  1.65299000E-01  1.76694000E-01  1.88876000E-01  2.01897000E-01  2.15815000E-01  2.30693000E-01  2.46597000E-01  2.63597000E-01  2.81769000E-01  3.01194000E-01  3.21958000E-01  3.44154000E-01  3.67879000E-01  3.93241000E-01  4.20350000E-01  4.49329000E-01  4.80305000E-01  5.13417000E-01  5.48812000E-01  5.61144000E-01  5.73753000E-01  5.86646000E-01  5.99829000E-01  6.13307000E-01  6.27089000E-01  6.41180000E-01  6.55588000E-01  6.70320000E-01  6.85383000E-01  7.00784000E-01  7.16531000E-01  7.32632000E-01  7.49095000E-01  7.65928000E-01  7.83139000E-01  8.00737000E-01  8.18731000E-01  8.24818000E-01  8.30950000E-01  8.37128000E-01  8.43352000E-01  8.49623000E-01  8.55940000E-01  8.62303000E-01  8.68715000E-01  8.75173000E-01  8.81680000E-01  8.88235000E-01  8.94839000E-01  9.01492000E-01  9.08195000E-01  9.14947000E-01  9.21750000E-01  9.28603000E-01  9.35507000E-01  9.42462000E-01  9.49470000E-01  9.56529000E-01  9.63640000E-01  9.70805000E-01  9.78023000E-01  9.85294000E-01  9.92620000E-01  1.00000000E+00
  1.29500000E+00  1.29875000E+00  1.46461000E+00  1.65924000E+00  1.89067000E+00  2.16749000E+00  2.50067000E+00  2.90430000E+00  3.39664000E+00  4.00145000E+00  4.75000000E+00  5.76715000E+00  7.07072000E+00  8.75819000E+00  1.09657000E+01  1.38856000E+01  1.77929000E+01  2.30855000E+01  3.03471000E+01  4.04448000E+01  5.46864000E+01  7.50724000E+01  1.04712000E+02  1.48517000E+02  2.14380000E+02  3.15212000E+02  4.72537000E+02  7.22946000E+02  1.12995000E+03  1.80616000E+03  2.95593000E+03  4.95886000E+03  8.53814000E+03  1.51079000E+04  2.75107000E+04  5.16275000E+04  1.00000000E+05
 -5 -4 -3 -2 -1  1  2  3  4  5 21
 -4.25502144E+04 -4.25502144E+04 -4.31495019E+04 -4.34110323E+04 -4.34109101E+04 -4.34109425E+04 -4.34110660E+04 -4.31495303E+04 -4.25502427E+04 -4.25502427E+04  7.06163532E+05
 -4.28584544E+04 -4.28584544E+04 -4.34674772E+04 -4.37289962E+04 -4.37288743E+04 -4.37289029E+04 -4.37290286E+04 -4.34675056E+04 -4.28584828E+04 -4.28584828E+04  7.11352190E+05
 -5.88562054E+04 -5.88968911E+04 -5.98837735E+04 -6.01344436E+04 -6.01343351E+04 -6.01343671E+04 -6.01344776E+04 -5.98838051E+04 -5.88969227E+04 -5.88562370E+04  9.53123604E+05
 -7.55566150E+04 -7.60862363E+04 -7.70707528E+04 -7.73209841E+04 -7.73208625E+04 -7.73208988E+04 -7.73210223E+04 -7.70707872E+04 -7.60862708E+04 -7.55566495E+04  1.23404593E+06
 -9.57967948E+04 -9.68903493E+04 -9.78726138E+04 -9.81224698E+04 -9.81223541E+04 -9.81223937E+04 -9.81225115E+04 -9.78726511E+04 -9.68903866E+04 -9.57968321E+04  1.58316837E+06
 -1.19872036E+05 -1.21635214E+05 -1.22615388E+05 -1.22864850E+05 -1.22864724E+05 -1.22864767E+05 -1.22864892E+05 -1.22615428E+05 -1.21635254E+05 -1.19872076E+05  2.00874547E+06
 -1.48076424E+05 -1.50649200E+05 -1.51636507E+05 -1.51876588E+05 -1.51876486E+05 -1.51876531E+05 -1.51876636E+05 -1.51636550E+05 -1.50649243E+05 -1.48076467E+05  2.51917398E+06
 -1.80703644E+05 -1.84264915E+05 -1.85241193E+05 -1.85489959E+05 -1.85489832E+05 -1.85489908E+05 -1.85490040E+05 -1.85241239E+05 -1.84264960E+05 -1.80703690E+05  3.12297355E+06
 -2.18048937E+05 -2.22821915E+05 -2.23796402E+05 -2.24044855E+05 -2.24044748E+05 -2.24044782E+05 -2.24044905E+05 -2.23796451E+05 -2.22821964E+05 -2.18048985E+05  3.82877666E+06
 -2.60409284E+05 -2.66667790E+05 -2.67640571E+05 -2.67888715E+05 -2.67888586E+05 -2.67888636E+05 -2.67888768E+05 -2.67640622E+05 -2.66667841E+05 -2.60409335E+05  4.64529499E+06
 -3.08084784E+05 -3.16160406E+05 -3.17131480E+05 -3.17379351E+05 -3.17379211E+05 -3.17379250E+05 -3.17379407E+05 -3.17131534E+05 -3.16160460E+05 -3.08084838E+05  5.58131871E+06
 -3.64926770E+05 -3.74986378E+05 -3.75912386E+05 -3.76148134E+05 -3.76148038E+05 -3.76148094E+05 -3.76148192E+05 -3.75912442E+05 -3.74986434E+05 -3.64926827E+05  6.67607174E+06
 -4.30045675E+05 -4.40053701E+05 -4.40978317E+05 -4.41213727E+05 -4.41213657E+05 -4.41213698E+05 -4.41213765E+05 -4.40978376E+05 -4.40053761E+05 -4.30045734E+05  7.98975134E+06
 -5.02910514E+05 -5.12868056E+05 -5.13791127E+05 -5.14026394E+05 -5.14026351E+05 -5.14026207E+05 -5.14026457E+05 -5.13791189E+05 -5.12868118E+05 -5.02910576E+05  9.49101166E+06
 -5.84062433E+05 -5.93970454E+05 -5.94891865E+05 -5.95126653E+05 -5.95126625E+05 -5.95126692E+05 -5.95126721E+05 -5.94891930E+05 -5.93970519E+05 -5.84062498E+05  1.11962724E+07
 -6.74066015E+05 -6.83925163E+05 -6.84844915E+05 -6.85079580E+05 -6.85079565E+05 -6.85079635E+05 -6.85079654E+05 -6.84844982E+05 -6.83925231E+05 -6.74066082E+05  1.31223745E+07
