# ptl4
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.79520971E-03	 0.68412260E-04
# sum	  14.477927    	 0.92067407E-02
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	  1.8226282    	 0.37822149E-02
  15.000000    	  30.000000    	  7.5789771    	 0.64624165E-02
  30.000000    	  45.000000    	  4.5448085    	 0.50166516E-02
  45.000000    	  60.000000    	 0.38533743    	 0.15547635E-02
  60.000000    	  75.000000    	 0.89968857E-01	 0.78546860E-03
  75.000000    	  90.000000    	 0.32684916E-01	 0.51498701E-03
  90.000000    	  105.00000    	 0.13537669E-01	 0.37937842E-03
  105.00000    	  120.00000    	 0.53890900E-02	 0.22158235E-03
  120.00000    	  135.00000    	 0.27813542E-02	 0.16046080E-03
  135.00000    	  150.00000    	 0.10189048E-02	 0.79923061E-04
