# ptl1
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.63483433    	 0.28946430E-02
# sum	  14.481014    	 0.97312854E-02
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	  0.0000000    	  0.0000000    
  15.000000    	  30.000000    	 0.10085232E-01	 0.20054200E-03
  30.000000    	  45.000000    	 0.58048289    	 0.18386533E-02
  45.000000    	  60.000000    	  4.5501981    	 0.52144720E-02
  60.000000    	  75.000000    	  3.7976260    	 0.49270805E-02
  75.000000    	  90.000000    	  2.2073687    	 0.37432218E-02
  90.000000    	  105.00000    	  1.2481706    	 0.27979612E-02
  105.00000    	  120.00000    	 0.72891387    	 0.21593327E-02
  120.00000    	  135.00000    	 0.44219536    	 0.17128547E-02
  135.00000    	  150.00000    	 0.28113886    	 0.14122219E-02
