PdfType: central
Format: lhagrid1
---
  1.00000000E-09  1.28050870E-09  1.63970270E-09  2.09965360E-09  2.68862480E-09  3.44280760E-09  4.40854520E-09  5.64518080E-09  7.22870340E-09  9.25641790E-09  1.18529240E-08  1.51777730E-08  1.94352710E-08  2.48870350E-08  3.18680660E-08  4.08073370E-08  5.22541520E-08  6.69118990E-08  8.56812720E-08  1.09715620E-07  1.40491810E-07  1.79900990E-07  2.30364790E-07  2.94984130E-07  3.77729760E-07  4.83686270E-07  6.19364500E-07  7.93101660E-07  1.01557360E-06  1.30045090E-06  1.66523880E-06  2.13235280E-06  2.73049640E-06  3.49642460E-06  4.47720220E-06  5.73309660E-06  7.34128040E-06  9.40057380E-06  1.20375170E-05  1.54141460E-05  1.97379490E-05  2.52746160E-05  3.23643670E-05  4.14428550E-05  5.30679380E-05  6.79539590E-05  8.70156390E-05  1.11424290E-04  1.42679780E-04  1.82702700E-04  2.33952410E-04  2.99578100E-04  3.83612380E-04  4.91219010E-04  6.29010240E-04  8.05453120E-04  1.03138980E-03  1.32070360E-03  1.69117250E-03  2.16556120E-03  2.77302010E-03  3.55087650E-03  4.54692850E-03  5.82238170E-03  7.45561070E-03  9.54697470E-03  1.22249850E-02  1.56542000E-02  2.00453400E-02  2.56682330E-02  3.28683970E-02  4.20882700E-02  5.38943980E-02  6.90122480E-02  8.83707870E-02  1.00000000E-01  1.12162160E-01  1.24324320E-01  1.36486490E-01  1.48648650E-01  1.60810810E-01  1.72972970E-01  1.85135140E-01  1.97297300E-01  2.09459460E-01  2.21621620E-01  2.33783780E-01  2.45945950E-01  2.58108110E-01  2.70270270E-01  2.82432430E-01  2.94594590E-01  3.06756760E-01  3.18918920E-01  3.31081080E-01  3.43243240E-01  3.55405410E-01  3.67567570E-01  3.79729730E-01  3.91891890E-01  4.04054050E-01  4.16216220E-01  4.28378380E-01  4.40540540E-01  4.52702700E-01  4.64864860E-01  4.77027030E-01  4.89189190E-01  5.01351350E-01  5.13513510E-01  5.25675680E-01  5.37837840E-01  5.50000000E-01  5.62162160E-01  5.74324320E-01  5.86486490E-01  5.98648650E-01  6.10810810E-01  6.22972970E-01  6.35135140E-01  6.47297300E-01  6.59459460E-01  6.71621620E-01  6.83783780E-01  6.95945950E-01  7.08108110E-01  7.20270270E-01  7.32432430E-01  7.44594590E-01  7.56756760E-01  7.68918920E-01  7.81081080E-01  7.93243240E-01  8.05405410E-01  8.17567570E-01  8.29729730E-01  8.41891890E-01  8.54054050E-01  8.66216220E-01  8.78378380E-01  8.90540540E-01  9.02702700E-01  9.14864860E-01  9.27027030E-01  9.39189190E-01  9.51351350E-01  9.63513510E-01  9.75675680E-01  9.87837840E-01  1.00000000E+00
  1.65000000E+00  1.78743880E+00  1.94290530E+00  2.11937490E+00  2.32041000E+00  2.55029450E+00  2.81420250E+00  3.11841230E+00  3.47057750E+00  3.88007520E+00  4.35845160E+00  4.92000000E+00
 -5 -4 -3 -2 -1 21  1  2  3  4  5
 -1.55345380E+06 -1.55306547E+06 -1.54111440E+06 -1.55849816E+06 -1.53741738E+06  6.86505955E+06 -1.53742349E+06 -1.55850449E+06 -1.54110795E+06 -1.55306548E+06 -1.55345380E+06
 -1.73745155E+06 -1.73338581E+06 -1.72152689E+06 -1.73874717E+06 -1.71789837E+06  8.53860384E+06 -1.71790450E+06 -1.73875359E+06 -1.72152038E+06 -1.73338582E+06 -1.73745155E+06
 -1.92007451E+06 -1.91187572E+06 -1.90010673E+06 -1.91716669E+06 -1.89654534E+06  1.02610298E+07 -1.89655156E+06 -1.91717320E+06 -1.90010020E+06 -1.91187572E+06 -1.92007451E+06
 -2.09674405E+06 -2.08391284E+06 -2.07223213E+06 -2.08913448E+06 -2.06873635E+06  1.20050955E+07 -2.06874265E+06 -2.08914106E+06 -2.07222547E+06 -2.08391289E+06 -2.09674405E+06
 -2.26273617E+06 -2.24472704E+06 -2.23313237E+06 -2.24988029E+06 -2.22970095E+06  1.37533017E+07 -2.22970733E+06 -2.24988691E+06 -2.23312573E+06 -2.24472704E+06 -2.26273617E+06
 -2.41319645E+06 -2.38941009E+06 -2.37790105E+06 -2.39449592E+06 -2.37453256E+06  1.54887017E+07 -2.37453902E+06 -2.39450270E+06 -2.37789427E+06 -2.38941016E+06 -2.41319645E+06
 -2.54305937E+06 -2.51283794E+06 -2.50141005E+06 -2.51785726E+06 -2.49810328E+06  1.71898415E+07 -2.49810991E+06 -2.51786417E+06 -2.50140331E+06 -2.51283802E+06 -2.54305937E+06
 -2.64690901E+06 -2.60950501E+06 -2.59815786E+06 -2.61445858E+06 -2.59491157E+06  1.88143644E+07 -2.59491826E+06 -2.61446554E+06 -2.59815099E+06 -2.60950506E+06 -2.64690901E+06
 -2.71998949E+06 -2.67463810E+06 -2.66337017E+06 -2.67952691E+06 -2.66018318E+06  2.03927892E+07 -2.66019000E+06 -2.67953398E+06 -2.66336320E+06 -2.67463818E+06 -2.71998949E+06
 -2.75583972E+06 -2.70162203E+06 -2.69043147E+06 -2.70644647E+06 -2.68730273E+06  2.18864025E+07 -2.68730964E+06 -2.70645360E+06 -2.69042443E+06 -2.70162199E+06 -2.75583972E+06
 -2.75079569E+06 -2.68670803E+06 -2.67559385E+06 -2.69146955E+06 -2.67252245E+06  2.32833218E+07 -2.67252936E+06 -2.69147685E+06 -2.67558679E+06 -2.68670805E+06 -2.75079569E+06
 -2.69672183E+06 -2.62168719E+06 -2.61064791E+06 -2.62638608E+06 -2.60763259E+06  2.46258014E+07 -2.60763972E+06 -2.62639380E+06 -2.61064086E+06 -2.62168718E+06 -2.69672183E+06
 -1.48840320E+06 -1.48801065E+06 -1.47651860E+06 -1.49304791E+06 -1.47325938E+06  7.28801854E+06 -1.47326582E+06 -1.49305464E+06 -1.47651170E+06 -1.48801064E+06 -1.48840320E+06
 -1.65660807E+06 -1.65261970E+06 -1.64121166E+06 -1.65758565E+06 -1.63801528E+06  8.89396553E+06 -1.63802182E+06 -1.65759247E+06 -1.64120475E+06 -1.65261971E+06 -1.65660807E+06
 -1.82134821E+06 -1.81331789E+06 -1.80199182E+06 -1.81821366E+06 -1.79885702E+06  1.04976911E+07 -1.79886365E+06 -1.81822058E+06 -1.80198482E+06 -1.81331790E+06 -1.82134821E+06
 -1.97813030E+06 -1.96556951E+06 -1.95432359E+06 -1.97039620E+06 -1.95124907E+06  1.20923399E+07 -1.95125579E+06 -1.97040323E+06 -1.95431648E+06 -1.96556954E+06 -1.97813030E+06
 -2.12251445E+06 -2.10488959E+06 -2.09372212E+06 -2.10964831E+06 -2.09070661E+06  1.37134300E+07 -2.09071347E+06 -2.10965547E+06 -2.09371495E+06 -2.10488964E+06 -2.12251445E+06
 -2.24989611E+06 -2.22662269E+06 -2.21553196E+06 -2.23131445E+06 -2.21257430E+06  1.52853888E+07 -2.21258124E+06 -2.23132170E+06 -2.21552475E+06 -2.22662272E+06 -2.24989611E+06
 -2.35556196E+06 -2.32599550E+06 -2.31498129E+06 -2.33061894E+06 -2.31208028E+06  1.67995690E+07 -2.31208730E+06 -2.33062630E+06 -2.31497401E+06 -2.32599553E+06 -2.35556196E+06
 -2.43447888E+06 -2.39791859E+06 -2.38697686E+06 -2.40247930E+06 -2.38413147E+06  1.82449555E+07 -2.38413860E+06 -2.40248676E+06 -2.38696955E+06 -2.39791863E+06 -2.43447888E+06
 -2.48230674E+06 -2.43794822E+06 -2.42707885E+06 -2.44244478E+06 -2.42428797E+06  1.96118830E+07 -2.42429517E+06 -2.44245235E+06 -2.42707150E+06 -2.43794829E+06 -2.48230674E+06
 -2.49311515E+06 -2.44011298E+06 -2.42932261E+06 -2.44455432E+06 -2.42658528E+06  2.08842438E+07 -2.42659257E+06 -2.44456195E+06 -2.42931518E+06 -2.44011303E+06 -2.49311515E+06
 -2.46359790E+06 -2.40091866E+06 -2.39019001E+06 -2.40528952E+06 -2.38750517E+06  2.20553432E+07 -2.38751257E+06 -2.40529716E+06 -2.39018256E+06 -2.40091873E+06 -2.46359790E+06
 -2.38645317E+06 -2.31307071E+06 -2.30241065E+06 -2.31737990E+06 -2.29977733E+06  2.31023851E+07 -2.29978481E+06 -2.31738769E+06 -2.30240289E+06 -2.31307085E+06 -2.38645317E+06
 -1.42442361E+06 -1.42403273E+06 -1.41336900E+06 -1.42842693E+06 -1.41076338E+06  7.62303665E+06 -1.41077036E+06 -1.42843425E+06 -1.41336155E+06 -1.42403273E+06 -1.42442361E+06
 -1.57740354E+06 -1.57360299E+06 -1.56301157E+06 -1.57792851E+06 -1.56046041E+06  9.08908729E+06 -1.56046755E+06 -1.57793597E+06 -1.56300395E+06 -1.57360300E+06 -1.57740354E+06
 -1.72488655E+06 -1.71725235E+06 -1.70673148E+06 -1.72151059E+06 -1.70423351E+06  1.05950086E+07 -1.70424072E+06 -1.72151814E+06 -1.70672385E+06 -1.71725238E+06 -1.72488655E+06
 -1.86270543E+06 -1.85077379E+06 -1.84033040E+06 -1.85497434E+06 -1.83788454E+06  1.20702148E+07 -1.83789183E+06 -1.85498198E+06 -1.84032281E+06 -1.85077381E+06 -1.86270543E+06
 -1.98667342E+06 -1.96993786E+06 -1.95955372E+06 -1.97406498E+06 -1.95715881E+06  1.35153032E+07 -1.95716616E+06 -1.97407268E+06 -1.95954607E+06 -1.96993789E+06 -1.98667342E+06
 -2.09244992E+06 -2.07035490E+06 -2.06003704E+06 -2.07441806E+06 -2.05769211E+06  1.49126934E+07 -2.05769957E+06 -2.07442586E+06 -2.06002945E+06 -2.07035493E+06 -2.09244992E+06
 -2.17565240E+06 -2.14758777E+06 -2.13733468E+06 -2.15158795E+06 -2.13503865E+06  1.62468994E+07 -2.13504620E+06 -2.15159585E+06 -2.13732708E+06 -2.14758781E+06 -2.17565240E+06
 -2.23164031E+06 -2.19696818E+06 -2.18677929E+06 -2.20090643E+06 -2.18453125E+06  1.74981685E+07 -2.18453884E+06 -2.20091442E+06 -2.18677165E+06 -2.19696822E+06 -2.23164031E+06
 -2.25637958E+06 -2.21428180E+06 -2.20415565E+06 -2.21815904E+06 -2.20195464E+06  1.86638923E+07 -2.20196234E+06 -2.21816711E+06 -2.20414797E+06 -2.21428184E+06 -2.25637958E+06
 -2.24475302E+06 -2.19448591E+06 -2.18442144E+06 -2.19830310E+06 -2.18226669E+06  1.97282056E+07 -2.18227440E+06 -2.19831123E+06 -2.18441373E+06 -2.19448600E+06 -2.24475302E+06
 -2.19349065E+06 -2.13401412E+06 -2.12401015E+06 -2.13777198E+06 -2.12190080E+06  2.06468953E+07 -2.12190874E+06 -2.13778026E+06 -2.12400247E+06 -2.13401420E+06 -2.19349065E+06
 -2.09621873E+06 -2.02658242E+06 -2.01663540E+06 -2.03027922E+06 -2.01457060E+06  2.15080299E+07 -2.01457855E+06 -2.03028761E+06 -2.01662785E+06 -2.02658253E+06 -2.09621873E+06
