PdfType: central
Format: lhagrid1
---
  9.26136000E-10  1.13119000E-09  1.38163000E-09  1.68753000E-09  2.06115000E-09  2.51750000E-09  3.07488000E-09  3.75567000E-09  4.58718000E-09  5.60280000E-09  6.84327000E-09  8.35839000E-09  1.02090000E-08  1.24693000E-08  1.52300000E-08  1.86019000E-08  2.27205000E-08  2.77508000E-08  3.38949000E-08  4.13994000E-08  5.05653000E-08  6.17606000E-08  7.54346000E-08  9.21360000E-08  1.12535000E-07  1.37451000E-07  1.67883000E-07  2.05052000E-07  2.50452000E-07  3.05902000E-07  3.73630000E-07  4.56353000E-07  5.57390000E-07  6.80798000E-07  8.31529000E-07  1.01563000E-06  1.24050000E-06  1.51514000E-06  1.85060000E-06  2.26033000E-06  2.76077000E-06  3.37202000E-06  4.11859000E-06  5.03046000E-06  6.14421000E-06  7.50456000E-06  9.16609000E-06  1.11955000E-05  1.36742000E-05  1.67017000E-05  2.03995000E-05  2.49160000E-05  3.04325000E-05  3.71703000E-05  4.53999000E-05  5.54516000E-05  6.77287000E-05  8.27241000E-05  1.01039000E-04  1.23410000E-04  1.50733000E-04  1.84106000E-04  2.24867000E-04  2.74654000E-04  3.35463000E-04  4.09735000E-04  5.00451000E-04  6.11253000E-04  7.46586000E-04  9.11882000E-04  1.11378000E-03  1.36037000E-03  1.66156000E-03  2.02943000E-03  2.47875000E-03  3.02755000E-03  3.69786000E-03  4.51658000E-03  5.51656000E-03  6.73795000E-03  8.22975000E-03  1.00518000E-02  1.22773000E-02  1.49956000E-02  1.83156000E-02  2.23708000E-02  2.73237000E-02  3.33733000E-02  4.07622000E-02  4.97871000E-02  6.08101000E-02  7.42736000E-02  9.07180000E-02  1.10803000E-01  1.35335000E-01  1.44665000E-01  1.54638000E-01  1.65299000E-01  1.76694000E-01  1.88876000E-01  2.01897000E-01  2.15815000E-01  2.30693000E-01  2.46597000E-01  2.63597000E-01  2.81769000E-01  3.01194000E-01  3.21958000E-01  3.44154000E-01  3.67879000E-01  3.93241000E-01  4.20350000E-01  4.49329000E-01  4.80305000E-01  5.13417000E-01  5.48812000E-01  5.61144000E-01  5.73753000E-01  5.86646000E-01  5.99829000E-01  6.13307000E-01  6.27089000E-01  6.41180000E-01  6.55588000E-01  6.70320000E-01  6.85383000E-01  7.00784000E-01  7.16531000E-01  7.32632000E-01  7.49095000E-01  7.65928000E-01  7.83139000E-01  8.00737000E-01  8.18731000E-01  8.24818000E-01  8.30950000E-01  8.37128000E-01  8.43352000E-01  8.49623000E-01  8.55940000E-01  8.62303000E-01  8.68715000E-01  8.75173000E-01  8.81680000E-01  8.88235000E-01  8.94839000E-01  9.01492000E-01  9.08195000E-01  9.14947000E-01  9.21750000E-01  9.28603000E-01  9.35507000E-01  9.42462000E-01  9.49470000E-01  9.56529000E-01  9.63640000E-01  9.70805000E-01  9.78023000E-01  9.85294000E-01  9.92620000E-01  1.00000000E+00
  1.29500000E+00  1.29875000E+00  1.46461000E+00  1.65924000E+00  1.89067000E+00  2.16749000E+00  2.50067000E+00  2.90430000E+00  3.39664000E+00  4.00145000E+00  4.75000000E+00  5.76715000E+00  7.07072000E+00  8.75819000E+00  1.09657000E+01  1.38856000E+01  1.77929000E+01  2.30855000E+01  3.03471000E+01  4.04448000E+01  5.46864000E+01  7.50724000E+01  1.04712000E+02  1.48517000E+02  2.14380000E+02  3.15212000E+02  4.72537000E+02  7.22946000E+02  1.12995000E+03  1.80616000E+03  2.95593000E+03  4.95886000E+03  8.53814000E+03  1.51079000E+04  2.75107000E+04  5.16275000E+04  1.00000000E+05
 -5 -4 -3 -2 -1  1  2  3  4  5 21
  1.53398857E+02  1.53398857E+02  1.19537551E+02  1.04762164E+02  1.04765196E+02  1.04765514E+02  1.04762944E+02  1.19537551E+02  1.53398857E+02  1.53398857E+02 -4.11050248E+02
  1.54910613E+02  1.54910613E+02  1.20498389E+02  1.05723662E+02  1.05726670E+02  1.05727149E+02  1.05724484E+02  1.20498389E+02  1.54910613E+02  1.54910613E+02 -4.09787188E+02
  2.42144509E+02  2.39828943E+02  1.79453791E+02  1.64090117E+02  1.64093562E+02  1.64094140E+02  1.64091229E+02  1.79453791E+02  2.39828943E+02  2.42144509E+02  6.37405473E+02
  3.46567926E+02  3.14563016E+02  2.54332970E+02  2.38995842E+02  2.38999906E+02  2.39000534E+02  2.38997052E+02  2.54332970E+02  3.14563016E+02  3.46567926E+02  1.08142373E+03
  4.86243927E+02  4.19988539E+02  3.59895621E+02  3.44582244E+02  3.44585946E+02  3.44586629E+02  3.44583563E+02  3.59895621E+02  4.19988539E+02  4.86243927E+02  1.64220291E+03
  6.65474922E+02  5.58576706E+02  4.98612063E+02  4.83322093E+02  4.83326362E+02  4.83327111E+02  4.83323609E+02  4.98612063E+02  5.58576706E+02  6.65474922E+02  2.32184550E+03
  8.87948939E+02  7.31970000E+02  6.72126212E+02  6.56858914E+02  6.56862380E+02  6.56863197E+02  6.56860454E+02  6.72126212E+02  7.31970000E+02  8.87948939E+02  3.10912786E+03
  1.15666519E+03  9.40853488E+02  8.81126684E+02  8.65879136E+02  8.65883531E+02  8.65883240E+02  8.65879546E+02  8.81126684E+02  9.40853488E+02  1.15666519E+03  3.97783324E+03
  1.47385446E+03  1.18482750E+03  1.12521064E+03  1.10998232E+03  1.10998604E+03  1.10998742E+03  1.10998423E+03  1.12521064E+03  1.18482750E+03  1.47385446E+03  4.88503307E+03
  1.84090091E+03  1.46227506E+03  1.40276341E+03  1.38755379E+03  1.38755838E+03  1.38755953E+03  1.38755584E+03  1.40276341E+03  1.46227506E+03  1.84090091E+03  5.76923479E+03
  2.25825220E+03  1.77022473E+03  1.71081667E+03  1.69562403E+03  1.69562919E+03  1.69563072E+03  1.69562614E+03  1.71081667E+03  1.77022473E+03  2.25825220E+03  6.54855579E+03
  2.76511286E+03  2.11429511E+03  2.05258157E+03  2.03679724E+03  2.03680187E+03  2.03680323E+03  2.03679968E+03  2.05258157E+03  2.11429511E+03  2.76511286E+03  2.81919447E+04
  3.13496698E+03  2.48755739E+03  2.42594212E+03  2.41017893E+03  2.41018277E+03  2.41018461E+03  2.41018209E+03  2.42594212E+03  2.48755739E+03  3.13496698E+03  3.50581513E+04
  3.51948619E+03  2.87541686E+03  2.81390542E+03  2.79815495E+03  2.79815798E+03  2.79816425E+03  2.79815775E+03  2.81390542E+03  2.87541686E+03  3.51948619E+03  4.28243873E+04
  3.90650624E+03  3.26571205E+03  3.20430729E+03  3.18858322E+03  3.18858553E+03  3.18858708E+03  3.18858604E+03  3.20430729E+03  3.26571205E+03  3.90650624E+03  5.14763262E+04
  4.28044153E+03  3.64277005E+03  3.58145898E+03  3.56574711E+03  3.56574892E+03  3.56575048E+03  3.56574999E+03  3.58145898E+03  3.64277005E+03  4.28044153E+03  6.09688028E+04
  4.62205538E+03  3.98767183E+03  3.92647347E+03  3.91077405E+03  3.91077648E+03  3.91077811E+03  3.91077772E+03  3.92647347E+03  3.98767183E+03  4.62205538E+03  7.12253326E+04
  4.90803966E+03  4.27678253E+03  4.21567919E+03  4.19999780E+03  4.20000779E+03  4.20000946E+03  4.20000097E+03  4.21567919E+03  4.27678253E+03  4.90803966E+03  8.21307701E+04
  5.11060661E+03  4.48244325E+03  4.42142106E+03  4.40575274E+03  4.40576792E+03  4.40576963E+03  4.40575612E+03  4.42142106E+03  4.48244325E+03  5.11060661E+03  9.35295903E+04
  5.19697447E+03  4.57185557E+03  4.51092040E+03  4.49528363E+03  4.49527944E+03  4.49528182E+03  4.49528779E+03  4.51092040E+03  4.57185557E+03  5.19697447E+03  1.05222322E+05
  5.12922323E+03  4.50710519E+03  4.44627077E+03  4.43064626E+03  4.43064618E+03  4.43064808E+03  4.43065018E+03  4.44627077E+03  4.50710519E+03  5.12922323E+03  1.16933090E+05
  4.86342859E+03  4.24430862E+03  4.18356245E+03  4.16793791E+03  4.16795132E+03  4.16795432E+03  4.16794167E+03  4.18356245E+03  4.24430862E+03  4.86342859E+03  1.28366895E+05
