0.0005d0   0.578686557496041d0
0.000516250827251552d0   0.571326729814596d0
0.0005330298332758236d0   0.56404673889803d0
0.0005503541847568015d0   0.556846082638669d0
0.0005682416063241046d0   0.549724271141457d0
0.0005867103986871396d0   0.542680792603944d0
0.0006057794573586473d0   0.535715162386021d0
0.000625468291986796d0   0.528826859227853d0
0.0006457970463155974d0   0.522015397305026d0
0.000666786518794072d0   0.515280277537847d0
0.0006884581838552445d0   0.508621002757553d0
0.0007108342138867422d0   0.502037080972537d0
0.0007339375019154746d0   0.495528008597932d0
0.0007577916850296027d0   0.489093304758243d0
0.0007824211685617599d0   0.482732450093929d0
0.000807851151058269d0   0.476445003002131d0
0.0008341076500598998d0   0.470230394051584d0
0.0008612175287205427d0   0.46408812090685d0
0.0008892085232910348d0   0.458017753083525d0
0.0009181092714962553d0   0.452018820869993d0
0.0009479493418345232d0   0.446090725274283d0
0.0009787592638292738d0   0.440233065485074d0
0.0010105705592639653d0   0.434445328289521d0
0.0010434157744321712d0   0.428727002176621d0
0.0010773285134358546d0   0.42307760737521d0
0.0011123434725658892d0   0.417496615444602d0
0.001148496475800009d0   0.411983892235203d0
0.0011858245114544934d0   0.406538162099404d0
0.0012243657700270996d0   0.401159608775949d0
0.001264159683269947d0   0.395847550951742d0
0.0013052469645323404d0   0.390601493337739d0
0.001347669650414796d0   0.385420953909756d0
0.0013914711437768964d0   0.380305437610512d0
0.0014366962581429724d0   0.37525448228559d0
0.0014833912635510377d0   0.370267587408834d0
0.0015316039338918962d0   0.365344310660416d0
0.0015813835957868456d0   0.360484021551478d0
0.001632781179053986d0   0.355686719235644d0
0.0016858492688147696d0   0.350950926249348d0
0.001740642159294098d0   0.346277085781895d0
0.0017972159093690117d0   0.341664422205549d0
0.0018556283999228052d0   0.337112426127042d0
0.0019159393930632438d0   0.332620654807353d0
0.0019782105932654725d0   0.328188608789281d0
0.0020425057105021675d0   0.323815830725348d0
0.0021088905254255256d0   0.319501803268361d0
0.002177432956667776d0   0.315246092574419d0
0.0022482031303290638d0   0.311048192393133d0
0.0023212734517238163d0   0.306907658786835d0
0.0023967186794589712d0   0.302823995801376d0
0.0024746160019198825d0   0.298796724081903d0
0.002555045116242136d0   0.294825398590618d0
0.0026380883098500807d0   0.290909531516114d0
0.002723830544645506d0   0.287048635723972d0
0.002812359543932576d0   0.283242254517225d0
0.0029037658821679797d0   0.27948993835211d0
0.002998143077628105d0   0.275791166951479d0
0.003095587688088045d0   0.272145562290428d0
0.003196199409610346d0   0.268552551066436d0
0.0033000811785445267d0   0.265011733670754d0
0.0034073392768417775d0   0.261522640841824d0
0.0035180834407925452d0   0.258084794227984d0
0.0036324269732982764d0   0.254697739064845d0
0.0037504868597921723d0   0.251361001937777d0
0.0038723838879275697d0   0.248074134369369d0
0.003998242771156378d0   0.244836666798015d0
0.004128192276324037d0   0.241648151343237d0
0.004262365355411504d0   0.238508029944554d0
0.0044008992815590875d0   0.235416021574932d0
0.004543935789511278d0   0.232371838168192d0
0.004691621220626263d0   0.229374280878125d0
0.00484410667259849d0   0.226423627853285d0
0.005001548154047467d0   0.223519268425659d0
0.005164106744130956d0   0.220660576372448d0
0.0053319487573458505d0   0.2178471963836d0
0.00550524591368536d0   0.21507863626611d0
0.005684175514326585d0   0.212354560662977d0
0.005868920623028233d0   0.209674402915852d0
0.006059670253424039d0   0.207037764950468d0
0.006256619562403565d0   0.204444212949654d0
0.006459970049778167d0   0.201893253528111d0
0.006669929764436459d0   0.199384385289915d0
0.00688671351720014d0   0.196917445402234d0
0.007110543100598033d0   0.194491725980242d0
0.007341647515783102d0   0.192106862361146d0
0.007580263206824657d0   0.18976241609962d0
0.007826634302615465d0   0.187457961027267d0
0.008081012866641216d0   0.185193055039711d0
0.008343659154867927d0   0.182967253675765d0
0.008614841882011106d0   0.180780144705075d0
0.008894838496459098d0   0.178631289624772d0
0.009183935464131923d0   0.176520242505826d0
0.009482428561565944d0   0.174446605110386d0
0.009790623178524326d0   0.172409948619376d0
0.010108834630442804d0   0.170409839037664d0
0.01043738848103047d0   0.168445813349597d0
0.010776620875355601d0   0.166517505234521d0
0.011126878883757345d0   0.164624383080279d0
0.011488520856935112d0   0.162766296905334d0
0.011861916792578921d0   0.160942567966882d0
0.01224744871391589d0   0.159152862460944d0
0.012645511060560072d0   0.157396763472115d0
0.013056511092065577d0   0.155673872384529d0
0.013480869304595841d0   0.153983767415735d0
0.01391901986113531d0   0.152326039735026d0
0.014371411035683774d0   0.150700301499293d0
0.014838505671887665d0   0.149106117941987d0
0.01532078165657771d0   0.147543111592734d0
0.015818732408697293d0   0.14601087610806d0
0.01633286738412183d0   0.14450901010691d0
0.01686371259688557d0   0.143037118506503d0
0.01741181115734919d0   0.141594801829514d0
0.017977723827858647d0   0.14018169169807d0
0.018562029596463917d0   0.138797368260476d0
0.019165326269284577d0   0.13744147087992d0
0.01978823108212813d0   0.136113579857891d0
0.020431381331987047d0   0.134813350897098d0
0.02109543502906046d0   0.133540387558046d0
0.021781071569967666d0   0.132294141689179d0
0.02248899243284213d0   0.131074765684346d0
0.02321992189501729d0   0.12988135802595d0
0.023974607774038204d0   0.128713697090795d0
0.024753822192757426d0   0.127571509207886d0
0.0255583623692977d0   0.126454343671046d0
0.026389051432689752d0   0.125361873992362d0
0.02724673926501967d0   0.124293732720076d0
0.0281323033709475d0   0.123249580455637d0
0.029046649775486558d0   0.12222906329409d0
0.02999071395096208d0   0.121231835759463d0
0.03096546177409766d0   0.120257554051442d0
0.03197189051420848d0   0.119305883517623d0
0.033011029853512334d0   0.118376494482132d0
0.034083942940602865d0   0.117469051670406d0
0.035191727478161836d0   0.116583231804511d0
0.03633551684602447d0   0.115718713438158d0
0.03751648126074566d0   0.114875185550962d0
0.038735828972854575d0   0.114052329420048d0
0.039994807503021645d0   0.113249842948452d0
0.04129470491840296d0   0.112467420362798d0
0.042636851150468544d0   0.111704778300676d0
0.04402261935566136d0   0.11096160913542d0
0.04545342732028072d0   0.110237642652746d0
0.04693073891102642d0   0.109532598976021d0
0.048456065572688015d0   0.108846196826993d0
0.05003096787451125d0   0.108178177015583d0
0.0516570571068245d0   0.107528282613915d0
0.05333599692955765d0   0.10689625789302d0
0.05506950507434073d0   0.106281863343406d0
0.05685935510192392d0   0.105684859123364d0
0.05870737821671594d0   0.105105018331959d0
0.060615465140298704d0   0.104542115407513d0
0.06258556804583364d0   0.103995956572109d0
0.06461970255533982d0   0.103466296514098d0
0.06671994980188686d0   0.102953039779528d0
0.0688884585588122d0   0.102455968994746d0
0.07112744743814216d0   0.101974823035164d0
0.07343920716046433d0   0.101509461370146d0
0.07582610289857558d0   0.101059834058502d0
0.07829057669730194d0   0.100625748432556d0
0.0808351499719664d0   0.100207085072492d0
0.08346242608806186d0   0.0998037466257575d0
0.0861750930247669d0   0.0994156228311262d0
0.08897592612503079d0   0.0990426427582832d0
0.09186779093504013d0   0.0986847396368391d0
0.09485364613597425d0   0.0983418665502363d0
0.09793654657104535d0   0.0980140635158959d0
0.10111964637092459d0   0.0977011171180218d0
0.10440620218074848d0   0.097403239447688d0
0.10779957649200836d0   0.0971203742008214d0
0.11130324108273261d0   0.0968526032121839d0
0.11492078056947928d0   0.0966000142685889d0
0.11865589607477556d0   0.0963626022856741d0
0.1225124090137541d0   0.0961405956354847d0
0.12649426500386204d0   0.0959341114434903d0
0.13060553790164173d0   0.095743325246316d0
0.13485043397071295d0   0.0955684408890765d0
0.13923329618522273d0   0.0954097098141595d0
0.14375860867316315d0   0.0952674438019981d0
0.1484310013041053d0   0.0951418069007413d0
0.1532552544260411d0   0.095033286380184d0
0.15823630375618156d0   0.0949422259963173d0
0.16337924543071325d0   0.0948690537734238d0
0.16868934121868007d0   0.0948142763842656d0
0.1741720239053259d0   0.0947784452021171d0
0.17983290285040313d0   0.094761634856908d0
0.18567776972713723d0   0.0947654041732901d0
0.1917126044477156d0   0.0947896949808237d0
0.19794358128136544d0   0.094835500876002d0
0.20437707517127945d0   0.0949035918216256d0
0.21101966825685117d0   0.094995383022734d0
0.21787815660789508d0   0.0951102009503267d0
0.224959557177738d0   0.0952506759579041d0
0.23227111498230024d0   0.0954173644953523d0
0.23982031051250566d0   0.0956114525173496d0
0.24761486738761013d0   0.0958342199239216d0
0.25566276025727436d0   0.0960870381285152d0
0.2639722229604662d0   0.0963713850477336d0
0.27255175694954364d0   0.0966888445976263d0
0.2814101399881316d0   0.0970411234780788d0
0.29055643513169616d0   0.0974300491457121d0
0.3d0   0.0978575871883844d0
0.3035d0   0.0980225774056125d0
0.307d0   0.0981910399990579d0
0.3105d0   0.0983629383636018d0
0.314d0   0.0985382371200083d0
0.3175d0   0.0987169022205102d0
0.321d0   0.0988989023862473d0
0.3245d0   0.0990842067570568d0
0.328d0   0.0992727850060997d0
0.3315d0   0.0994646093875254d0
0.335d0   0.099659652448484d0
0.3385d0   0.0998578889191346d0
0.342d0   0.100059292942886d0
0.3455d0   0.100263842527821d0
0.349d0   0.100471513415315d0
0.3525d0   0.100682282304098d0
0.356d0   0.100896130549274d0
0.3595d0   0.101113036371071d0
0.363d0   0.101332982822763d0
0.3665d0   0.101555947340079d0
0.37d0   0.101781948730069d0
0.3735d0   0.102010865609578d0
0.377d0   0.102242784524804d0
0.3805d0   0.102477655594172d0
0.384d0   0.102715463105573d0
0.3875d0   0.102956192333508d0
0.391d0   0.103199828921578d0
0.3945d0   0.103446359398047d0
0.398d0   0.103695769959822d0
0.4015d0   0.103948047485252d0
0.405d0   0.10420318107274d0
0.4085d0   0.10446115707661d0
0.412d0   0.104721964830818d0
0.4155d0   0.104985592902979d0
0.419d0   0.105252031092912d0
0.4225d0   0.105521268873702d0
0.426d0   0.105793295753662d0
0.4295d0   0.106068102268185d0
0.433d0   0.106345680457303d0
0.4365d0   0.106626020282774d0
0.44d0   0.10690911318106d0
0.4435d0   0.107194951033647d0
0.447d0   0.107483519373851d0
0.4505d0   0.107774822290852d0
0.454d0   0.108068846446559d0
0.4575d0   0.108365584157936d0
0.461d0   0.108665030118823d0
0.4645d0   0.108967174960596d0
0.468d0   0.10927201343619d0
0.4715d0   0.109579538585193d0
0.475d0   0.109889744423048d0
0.4785d0   0.110202625403543d0
0.482d0   0.110518174967314d0
0.4855d0   0.110836387840693d0
0.489d0   0.111157258608376d0
0.4925d0   0.111480781538125d0
0.496d0   0.111806999518442d0
0.4995d0   0.11213581316418d0
0.503d0   0.112467263928712d0
0.5065d0   0.112801348508264d0
0.51d0   0.113138061878936d0
0.5135d0   0.113477351184429d0
0.517d0   0.113819308699256d0
0.5205d0   0.114163882368717d0
0.524d0   0.114511068459263d0
0.5275d0   0.114860862463768d0
0.531d0   0.115213261053993d0
0.5345d0   0.115568260813742d0
0.538d0   0.115925857897589d0
0.5415d0   0.116286042541297d0
0.545d0   0.116648824713719d0
0.5485d0   0.117014221284557d0
0.552d0   0.117382175724117d0
0.5555d0   0.117752718250425d0
0.559d0   0.118125833087725d0
0.5625d0   0.118501532586735d0
0.566d0   0.11887979660267d0
0.5695d0   0.119260628967376d0
0.573d0   0.119644031694315d0
0.5765d0   0.120030000066428d0
0.58d0   0.120418531730841d0
0.5835d0   0.120809624219998d0
0.587d0   0.121203275374541d0
0.5905d0   0.121599481186466d0
0.594d0   0.12199824502798d0
0.5975d0   0.122399559420457d0
0.601d0   0.122803396080412d0
0.6045d0   0.123209809162707d0
0.608d0   0.123618768937517d0
0.6115d0   0.124030273547649d0
0.615d0   0.124444321217584d0
0.6185d0   0.124860910283118d0
0.622d0   0.125280039260722d0
0.6255d0   0.125701706293705d0
0.629d0   0.126125909977969d0
0.6325d0   0.126552648866688d0
0.636d0   0.12698192149897d0
0.6395d0   0.127413726491581d0
0.643d0   0.127848062416094d0
0.6465d0   0.128284791995111d0
0.65d0   0.128724185514693d0
0.6535d0   0.129166106349222d0
0.657d0   0.129610553283189d0
0.6605d0   0.130057664458505d0
0.664d0   0.130507161033425d0
0.6675d0   0.130959180548718d0
0.671d0   0.13141372538259d0
0.6745d0   0.131870787226738d0
0.678d0   0.132330369224192d0
0.6815d0   0.132792470194029d0
0.685d0   0.133257088508236d0
0.6885d0   0.133724224571802d0
0.692d0   0.134193877348088d0
0.6955d0   0.134666042169125d0
0.699d0   0.135140731860772d0
0.7025d0   0.13561792939876d0
0.706d0   0.136097640435219d0
0.7095d0   0.136579858652946d0
0.713d0   0.137064594843223d0
