# ptl2
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.33000333E-01	 0.17315975E-03
# sum	  1.5563779    	 0.11836627E-02
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	  0.0000000    	  0.0000000    
  15.000000    	  30.000000    	 0.34390794E-01	 0.21561178E-03
  30.000000    	  45.000000    	 0.41843389    	 0.78032995E-03
  45.000000    	  60.000000    	 0.49040040    	 0.55198717E-03
  60.000000    	  75.000000    	 0.26588521    	 0.41685903E-03
  75.000000    	  90.000000    	 0.14399439    	 0.32169481E-03
  90.000000    	  105.00000    	 0.79824020E-01	 0.24617003E-03
  105.00000    	  120.00000    	 0.45891790E-01	 0.18912215E-03
  120.00000    	  135.00000    	 0.27439134E-01	 0.14886798E-03
  135.00000    	  150.00000    	 0.17117938E-01	 0.12325719E-03
