# ptl3
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.18089659E-02	 0.41495756E-04
# sum	  1.5562333    	 0.11902231E-02
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	 0.13261302E-01	 0.12634316E-03
  15.000000    	  30.000000    	 0.38714992    	 0.61782159E-03
  30.000000    	  45.000000    	 0.82662046    	 0.90376189E-03
  45.000000    	  60.000000    	 0.22451530    	 0.36181148E-03
  60.000000    	  75.000000    	 0.57813570E-01	 0.18939691E-03
  75.000000    	  90.000000    	 0.23398122E-01	 0.12816802E-03
  90.000000    	  105.00000    	 0.11206307E-01	 0.90835843E-04
  105.00000    	  120.00000    	 0.57141896E-02	 0.67767097E-04
  120.00000    	  135.00000    	 0.30373420E-02	 0.51926954E-04
  135.00000    	  150.00000    	 0.17078107E-02	 0.41372777E-04
