# ptl1
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.71247832E-01	 0.24107488E-03
# sum	  1.5551107    	 0.11771814E-02
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	  0.0000000    	  0.0000000    
  15.000000    	  30.000000    	 0.66086248E-02	 0.99700692E-04
  30.000000    	  45.000000    	 0.12778696    	 0.40623509E-03
  45.000000    	  60.000000    	 0.48605883    	 0.75506944E-03
  60.000000    	  75.000000    	 0.34371235    	 0.46605110E-03
  75.000000    	  90.000000    	 0.22008557    	 0.38489229E-03
  90.000000    	  105.00000    	 0.13422871    	 0.30652819E-03
  105.00000    	  120.00000    	 0.82002647E-01	 0.24415280E-03
  120.00000    	  135.00000    	 0.50983015E-01	 0.19696164E-03
  135.00000    	  150.00000    	 0.32396204E-01	 0.15758255E-03
