# ptl3
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.53296991E-02	 0.27313256E-04
# sum	 0.15102201    	 0.11369920E-03
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	 0.23082768E-03	 0.32859832E-05
  15.000000    	  30.000000    	 0.87951388E-02	 0.27380217E-04
  30.000000    	  45.000000    	 0.29363857E-01	 0.56169480E-04
  45.000000    	  60.000000    	 0.29122346E-01	 0.45456145E-04
  60.000000    	  75.000000    	 0.25157850E-01	 0.42508056E-04
  75.000000    	  90.000000    	 0.20273368E-01	 0.39417982E-04
  90.000000    	  105.00000    	 0.14111719E-01	 0.33803779E-04
  105.00000    	  120.00000    	 0.91590004E-02	 0.28190119E-04
  120.00000    	  135.00000    	 0.58386996E-02	 0.23272062E-04
  135.00000    	  150.00000    	 0.36395035E-02	 0.18975485E-04
