# ptl2
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.32240329E-01	 0.48793618E-04
# sum	 0.15105792    	 0.11256423E-03
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	  0.0000000    	  0.0000000    
  15.000000    	  30.000000    	 0.31778061E-03	 0.74641413E-05
  30.000000    	  45.000000    	 0.61366119E-02	 0.34503610E-04
  45.000000    	  60.000000    	 0.15914541E-01	 0.43573832E-04
  60.000000    	  75.000000    	 0.17286128E-01	 0.36563598E-04
  75.000000    	  90.000000    	 0.18185836E-01	 0.36980010E-04
  90.000000    	  105.00000    	 0.18631708E-01	 0.37236415E-04
  105.00000    	  120.00000    	 0.17048074E-01	 0.35301869E-04
  120.00000    	  135.00000    	 0.14159783E-01	 0.31858694E-04
  135.00000    	  150.00000    	 0.11137128E-01	 0.28157251E-04
