PdfType: central
Format: lhagrid1
---
  1.00000000E-09  1.28050870E-09  1.63970270E-09  2.09965360E-09  2.68862480E-09  3.44280760E-09  4.40854520E-09  5.64518080E-09  7.22870340E-09  9.25641790E-09  1.18529240E-08  1.51777730E-08  1.94352710E-08  2.48870350E-08  3.18680660E-08  4.08073370E-08  5.22541520E-08  6.69118990E-08  8.56812720E-08  1.09715620E-07  1.40491810E-07  1.79900990E-07  2.30364790E-07  2.94984130E-07  3.77729760E-07  4.83686270E-07  6.19364500E-07  7.93101660E-07  1.01557360E-06  1.30045090E-06  1.66523880E-06  2.13235280E-06  2.73049640E-06  3.49642460E-06  4.47720220E-06  5.73309660E-06  7.34128040E-06  9.40057380E-06  1.20375170E-05  1.54141460E-05  1.97379490E-05  2.52746160E-05  3.23643670E-05  4.14428550E-05  5.30679380E-05  6.79539590E-05  8.70156390E-05  1.11424290E-04  1.42679780E-04  1.82702700E-04  2.33952410E-04  2.99578100E-04  3.83612380E-04  4.91219010E-04  6.29010240E-04  8.05453120E-04  1.03138980E-03  1.32070360E-03  1.69117250E-03  2.16556120E-03  2.77302010E-03  3.55087650E-03  4.54692850E-03  5.82238170E-03  7.45561070E-03  9.54697470E-03  1.22249850E-02  1.56542000E-02  2.00453400E-02  2.56682330E-02  3.28683970E-02  4.20882700E-02  5.38943980E-02  6.90122480E-02  8.83707870E-02  1.00000000E-01  1.12162160E-01  1.24324320E-01  1.36486490E-01  1.48648650E-01  1.60810810E-01  1.72972970E-01  1.85135140E-01  1.97297300E-01  2.09459460E-01  2.21621620E-01  2.33783780E-01  2.45945950E-01  2.58108110E-01  2.70270270E-01  2.82432430E-01  2.94594590E-01  3.06756760E-01  3.18918920E-01  3.31081080E-01  3.43243240E-01  3.55405410E-01  3.67567570E-01  3.79729730E-01  3.91891890E-01  4.04054050E-01  4.16216220E-01  4.28378380E-01  4.40540540E-01  4.52702700E-01  4.64864860E-01  4.77027030E-01  4.89189190E-01  5.01351350E-01  5.13513510E-01  5.25675680E-01  5.37837840E-01  5.50000000E-01  5.62162160E-01  5.74324320E-01  5.86486490E-01  5.98648650E-01  6.10810810E-01  6.22972970E-01  6.35135140E-01  6.47297300E-01  6.59459460E-01  6.71621620E-01  6.83783780E-01  6.95945950E-01  7.08108110E-01  7.20270270E-01  7.32432430E-01  7.44594590E-01  7.56756760E-01  7.68918920E-01  7.81081080E-01  7.93243240E-01  8.05405410E-01  8.17567570E-01  8.29729730E-01  8.41891890E-01  8.54054050E-01  8.66216220E-01  8.78378380E-01  8.90540540E-01  9.02702700E-01  9.14864860E-01  9.27027030E-01  9.39189190E-01  9.51351350E-01  9.63513510E-01  9.75675680E-01  9.87837840E-01  1.00000000E+00
  1.65000000E+00  1.78743880E+00  1.94290530E+00  2.11937490E+00  2.32041000E+00  2.55029450E+00  2.81420250E+00  3.11841230E+00  3.47057750E+00  3.88007520E+00  4.35845160E+00  4.92000000E+00
 -5 -4 -3 -2 -1 21  1  2  3  4  5
  5.52203912E+04  5.49752639E+04  4.99032462E+04  5.22162632E+04  5.00802653E+04  1.55184722E+07  5.00800543E+04  5.22160313E+04  4.99041219E+04  5.49755660E+04  5.52206932E+04
  6.27270846E+04  6.13732023E+04  5.63261672E+04  5.86165315E+04  5.65057296E+04  1.74110742E+07  5.65055179E+04  5.86162987E+04  5.63270569E+04  6.13735116E+04  6.27273944E+04
  7.12045145E+04  6.86245095E+04  6.36019934E+04  6.58701443E+04  6.37840202E+04  1.95660673E+07  6.37838081E+04  6.58699104E+04  6.36028971E+04  6.86248257E+04  7.12048319E+04
  8.07056133E+04  7.67725159E+04  7.17740774E+04  7.40204364E+04  7.19584922E+04  2.20114364E+07  7.19582793E+04  7.40202010E+04  7.17749938E+04  7.67728395E+04  8.07059384E+04
  9.12868001E+04  8.58628049E+04  8.08880339E+04  8.31129959E+04  8.10747637E+04  2.47781553E+07  8.10745505E+04  8.31127592E+04  8.08889644E+04  8.58631352E+04  9.12871328E+04
  1.02989953E+05  9.59246823E+04  9.09731823E+04  9.31771315E+04  9.11621563E+04  2.78985026E+07  9.11619423E+04  9.31768940E+04  9.09741258E+04  9.59250200E+04  1.02990293E+05
  1.15863445E+05  1.06992048E+05  1.02063447E+05  1.04246746E+05  1.02254596E+05  3.14060482E+07  1.02254383E+05  1.04246508E+05  1.02064405E+05  1.06992393E+05  1.15863793E+05
  1.29945544E+05  1.19087325E+05  1.14181269E+05  1.16344266E+05  1.14374529E+05  3.53377531E+07  1.14374315E+05  1.16344026E+05  1.14182239E+05  1.19087677E+05  1.29945899E+05
  1.45263583E+05  1.32216610E+05  1.27332765E+05  1.29475792E+05  1.27528071E+05  3.97289505E+07  1.27527857E+05  1.29475551E+05  1.27333749E+05  1.32216969E+05  1.45263945E+05
  1.61847677E+05  1.46392066E+05  1.41530115E+05  1.43653487E+05  1.41727407E+05  4.46228431E+07  1.41727192E+05  1.43653244E+05  1.41531110E+05  1.46392430E+05  1.61848047E+05
  1.79707700E+05  1.61592249E+05  1.56751890E+05  1.58855912E+05  1.56951110E+05  5.00547206E+07  1.56950895E+05  1.58855669E+05  1.56752900E+05  1.61592622E+05  1.79708077E+05
  1.98861228E+05  1.77815605E+05  1.72996556E+05  1.75081512E+05  1.73197643E+05  5.60774819E+07  1.73197429E+05  1.75081271E+05  1.72997578E+05  1.77815985E+05  1.98861613E+05
  5.23877363E+04  5.21509662E+04  4.72900733E+04  4.93900555E+04  4.75007781E+04  1.46798686E+07  4.75005537E+04  4.93898082E+04  4.72910250E+04  5.21512999E+04  5.23880701E+04
  5.94706137E+04  5.81813586E+04  5.33440649E+04  5.54234149E+04  5.35565874E+04  1.64654049E+07  5.35563633E+04  5.54231668E+04  5.33450318E+04  5.81817002E+04  5.94709560E+04
  6.74489080E+04  6.49963996E+04  6.01822697E+04  6.22413906E+04  6.03965459E+04  1.84955374E+07  6.03963214E+04  6.22411415E+04  6.01832512E+04  6.49967492E+04  6.74492588E+04
