  4.12971527E+04  4.13572764E+04  4.14298080E+04  4.12989463E+04  4.14537483E+04 -4.80909615E+05  4.14536522E+04  4.12988445E+04  4.14299000E+04  4.13572761E+04  4.12971527E+04
  4.68623645E+04  4.69568428E+04  4.70288383E+04  4.68991654E+04  4.70522918E+04 -5.44433992E+05  4.70521944E+04  4.68990622E+04  4.70289309E+04  4.69568424E+04  4.68623645E+04
  5.30193204E+04  5.31523505E+04  5.32238309E+04  5.30953247E+04  5.32468078E+04 -6.14853313E+05  5.32467089E+04  5.30952198E+04  5.32239240E+04  5.31523498E+04  5.30193204E+04
  5.97722746E+04  5.99484508E+04  6.00194207E+04  5.98920597E+04  6.00419303E+04 -6.92373093E+05  6.00418301E+04  5.98919534E+04  6.00195140E+04  5.99484503E+04  5.97722746E+04
  6.71177054E+04  6.73420882E+04  6.74125594E+04  6.72863242E+04  6.74346112E+04 -7.77086081E+05  6.74345099E+04  6.72862165E+04  6.74126534E+04  6.73420875E+04  6.71177054E+04
  7.50432966E+04  7.53213960E+04  7.53913790E+04  7.52662495E+04  7.54129812E+04 -8.69068930E+05  7.54128785E+04  7.52661403E+04  7.53914731E+04  7.53213952E+04  7.50432966E+04
  8.35289735E+04  8.38671236E+04  8.39366277E+04  8.38125860E+04  8.39577890E+04 -9.68358847E+05  8.39576852E+04  8.38124753E+04  8.39367221E+04  8.38671226E+04  8.35289735E+04
  9.25454154E+04  9.29502655E+04  9.30192999E+04  9.28963280E+04  9.30400282E+04 -1.07491396E+06  9.30399232E+04  9.28962160E+04  9.30193949E+04  9.29502643E+04  9.25454154E+04
  1.02056894E+05  1.02536607E+05  1.02605180E+05  1.02483262E+05  1.02625483E+05 -1.18871922E+06  1.02625377E+05  1.02483149E+05  1.02605275E+05  1.02536606E+05  1.02056894E+05
  1.12007259E+05  1.12569926E+05  1.12638045E+05  1.12517165E+05  1.12657932E+05 -1.30954535E+06  1.12657824E+05  1.12517051E+05  1.12638142E+05  1.12569924E+05  1.12007259E+05
  3.02536914E+04  3.02563579E+04  3.03244656E+04  3.02028544E+04  3.03441612E+04 -3.53816785E+05  3.03440603E+04  3.02027475E+04  3.03245622E+04  3.02563578E+04  3.02536914E+04
  3.44187635E+04  3.44470520E+04  3.45146813E+04  3.43941927E+04  3.45339351E+04 -4.01300147E+05  3.45338327E+04  3.43940841E+04  3.45147786E+04  3.44470518E+04  3.44187635E+04
  3.91033037E+04  3.91605542E+04  3.92277136E+04  3.91083256E+04  3.92465363E+04 -4.54717688E+05  3.92464327E+04  3.91082156E+04  3.92278110E+04  3.91605538E+04  3.91033037E+04
  4.43174819E+04  4.44073466E+04  4.44740506E+04  4.43557398E+04  4.44924507E+04 -5.14232694E+05  4.44923458E+04  4.43556284E+04  4.44741479E+04  4.44073462E+04  4.43174819E+04
  5.00647631E+04  5.01912295E+04  5.02574841E+04  5.01402317E+04  5.02754712E+04 -5.79983008E+05  5.02753652E+04  5.01401190E+04  5.02575817E+04  5.01912291E+04  5.00647631E+04
  5.63444112E+04  5.65118482E+04  5.65776633E+04  5.64614501E+04  5.65952451E+04 -6.52079810E+05  5.65951377E+04  5.64613359E+04  5.65777607E+04  5.65118475E+04  5.63444112E+04
  6.31481535E+04  6.33613670E+04  6.34267513E+04  6.33115594E+04  6.34439361E+04 -7.30595651E+05  6.34438274E+04  6.33114435E+04  6.34268488E+04  6.33613662E+04  6.31481535E+04
  7.04601320E+04  7.07243595E+04  7.07893206E+04  7.06751328E+04  7.08061160E+04 -8.15546353E+05  7.08060063E+04  7.06750155E+04  7.07894186E+04  7.07243586E+04  7.04601320E+04
  7.82571379E+04  7.85783890E+04  7.86429351E+04  7.85297344E+04  7.86593485E+04 -9.06925559E+05  7.86592372E+04  7.85296157E+04  7.86430334E+04  7.85783881E+04  7.82571379E+04
  8.65053813E+04  8.68899875E+04  8.69541255E+04  8.68418964E+04  8.69701635E+04 -1.00463068E+06  8.69700514E+04  8.68417763E+04  8.69542240E+04  8.68899862E+04  8.65053813E+04
  9.51683605E+04  9.56240403E+04  9.56877786E+04  9.55765055E+04  9.57034477E+04 -1.10861168E+06  9.57033333E+04  9.55763832E+04  9.56878770E+04  9.56240390E+04  9.51683605E+04
  1.04185902E+05  1.04720405E+05  1.04783750E+05  1.04673418E+05  1.04799057E+05 -1.21859168E+06  1.04798941E+05  1.04673294E+05  1.04783847E+05  1.04720403E+05  1.04185902E+05
  2.86840533E+04  2.86868009E+04  2.87503006E+04  2.86392859E+04  2.87654334E+04 -3.34824562E+05  2.87653243E+04  2.86391703E+04  2.87504031E+04  2.86868010E+04  2.86840533E+04
  3.26098243E+04  3.26368885E+04  3.26999669E+04  3.25899684E+04  3.27147163E+04 -3.79612143E+05  3.27146067E+04  3.25898517E+04  3.27000675E+04  3.26368883E+04  3.26098243E+04
  3.70110321E+04  3.70656024E+04  3.71282632E+04  3.70192652E+04  3.71426395E+04 -4.29776410E+05  3.71425283E+04  3.70191468E+04  3.71283642E+04  3.70656022E+04  3.70110321E+04
  4.18879601E+04  4.19735101E+04  4.20357689E+04  4.19277498E+04  4.20497799E+04 -4.85452241E+05  4.20496672E+04  4.19276297E+04  4.20358704E+04  4.19735097E+04  4.18879601E+04
  4.72457326E+04  4.73660597E+04  4.74279212E+04  4.73208641E+04  4.74415742E+04 -5.46754553E+05  4.74414600E+04  4.73207422E+04  4.74280228E+04  4.73660591E+04  4.72457326E+04
  5.30762177E+04  5.32354756E+04  5.32969471E+04  5.31908351E+04  5.33102497E+04 -6.13722684E+05  5.33101343E+04  5.31907115E+04  5.32970495E+04  5.32354748E+04  5.30762177E+04
  5.93686460E+04  5.95714013E+04  5.96325508E+04  5.95273066E+04  5.96455097E+04 -6.86381797E+05  5.96453926E+04  5.95271815E+04  5.96326538E+04  5.95714003E+04  5.93686460E+04
  6.61026894E+04  6.63539138E+04  6.64146279E+04  6.63103564E+04  6.64272497E+04 -7.64710001E+05  6.64271312E+04  6.63102293E+04  6.64147314E+04  6.63539126E+04  6.61026894E+04
  7.32527667E+04  7.35581759E+04  7.36185221E+04  7.35151477E+04  7.36308127E+04 -8.48651629E+05  7.36306923E+04  7.35150187E+04  7.36186255E+04  7.35581746E+04  7.32527667E+04
  8.07818222E+04  8.11474361E+04  8.12074205E+04  8.11049294E+04  8.12193868E+04 -9.38065642E+05  8.12192647E+04  8.11047986E+04  8.12075244E+04  8.11474349E+04  8.07818222E+04
  8.86527897E+04  8.90859165E+04  8.91455446E+04  8.90439231E+04  8.91571922E+04 -1.03287463E+06  8.91570685E+04  8.90437904E+04  8.91456489E+04  8.90859146E+04  8.86527897E+04
  9.68028189E+04  9.73108562E+04  9.73701346E+04  9.72693694E+04  9.73814688E+04 -1.13284185E+06  9.73813432E+04  9.72692349E+04  9.73702396E+04  9.73108546E+04  9.68028189E+04
  2.71830859E+04  2.71859263E+04  2.72454272E+04  2.71440207E+04  2.72565993E+04 -3.16761024E+05  2.72564815E+04  2.71438953E+04  2.72455359E+04  2.71859263E+04  2.71830859E+04
  3.08808935E+04  3.09068552E+04  3.09659743E+04  3.08654971E+04  3.09768182E+04 -3.58920355E+05  3.09766977E+04  3.08653691E+04  3.09660848E+04  3.09068550E+04  3.08808935E+04
  3.50095426E+04  3.50616590E+04  3.51204064E+04  3.50208367E+04  3.51309271E+04 -4.05989577E+05  3.51308053E+04  3.50207068E+04  3.51205171E+04  3.50616586E+04  3.50095426E+04
  3.95694475E+04  3.96510234E+04  3.97094061E+04  3.96107276E+04  3.97196107E+04 -4.58034909E+05  3.97194873E+04  3.96105961E+04  3.97095170E+04  3.96510228E+04  3.95694475E+04
  4.45570882E+04  4.46717242E+04  4.47297500E+04  4.46319464E+04  4.47396448E+04 -5.15106120E+05  4.47395198E+04  4.46318129E+04  4.47298609E+04  4.46717235E+04  4.45570882E+04
  4.99632287E+04  5.01148708E+04  5.01725466E+04  5.00756017E+04  5.01821374E+04 -5.77218966E+05  5.01820111E+04  5.00754666E+04  5.01726573E+04  5.01148699E+04  4.99632287E+04
  5.57724321E+04  5.59654146E+04  5.60227469E+04  5.59266460E+04  5.60320400E+04 -6.44351601E+05  5.60319123E+04  5.59265092E+04  5.60228575E+04  5.59654135E+04  5.57724321E+04
  6.19624282E+04  6.22014794E+04  6.22584747E+04  6.21632035E+04  6.22674759E+04 -7.16439161E+05  6.22673467E+04  6.21630650E+04  6.22585854E+04  6.22014782E+04  6.19624282E+04
  6.85053595E+04  6.87958849E+04  6.88525411E+04  6.87580859E+04  6.88612556E+04 -7.93402470E+05  6.88611251E+04  6.87579458E+04  6.88526519E+04  6.87958837E+04  6.85053595E+04
  7.53617810E+04  7.57095054E+04  7.57658446E+04  7.56721922E+04  7.57742775E+04 -8.75061591E+05  7.57741459E+04  7.56720503E+04  7.57659551E+04  7.57095040E+04  7.53617810E+04
  8.24945137E+04  8.29063835E+04  8.29624026E+04  8.28695411E+04  8.29705595E+04 -9.61310655E+05  8.29704266E+04  8.28693975E+04  8.29625134E+04  8.29063820E+04  8.24945137E+04
  8.98386857E+04  9.03217277E+04  9.03774322E+04  9.02853489E+04  9.03853175E+04 -1.05180708E+06  9.03851836E+04  9.02852045E+04  9.03775432E+04  9.03217263E+04  8.98386857E+04
  2.57530813E+04  2.57560263E+04  2.58119546E+04  2.57192706E+04  2.58196885E+04 -2.99579684E+05  2.58195622E+04  2.57191358E+04  2.58120677E+04  2.57560263E+04  2.57530813E+04
  2.92323390E+04  2.92572273E+04  2.93128172E+04  2.92209685E+04  2.93202563E+04 -3.39243991E+05  2.93201328E+04  2.92208360E+04  2.93129220E+04  2.92572271E+04  2.92323390E+04
  3.31018106E+04  3.31515309E+04  3.32067809E+04  3.31157622E+04  3.32139430E+04 -3.83352670E+05  3.32138179E+04  3.31156280E+04  3.32068851E+04  3.31515305E+04  3.31018106E+04
  3.73580923E+04  3.74357980E+04  3.74907191E+04  3.74005111E+04  3.74976074E+04 -4.31927312E+05  3.74974810E+04  3.74003750E+04  3.74908230E+04  3.74357974E+04  3.73580923E+04
  4.19943728E+04  4.21034906E+04  4.21580886E+04  4.20686767E+04  4.21647086E+04 -4.84982212E+05  4.21645808E+04  4.20685391E+04  4.21581922E+04  4.21034898E+04  4.19943728E+04
  4.69980302E+04  4.71423086E+04  4.71965902E+04  4.71079601E+04  4.72029473E+04 -5.42495819E+05  4.72028180E+04  4.71078208E+04  4.71966935E+04  4.71423076E+04  4.69980302E+04
  5.23514786E+04  5.25350355E+04  5.25890066E+04  5.25011451E+04  5.25951061E+04 -6.04400667E+05  5.25949755E+04  5.25010039E+04  5.25891098E+04  5.25350346E+04  5.23514786E+04
  5.80296229E+04  5.82569535E+04  5.83106198E+04  5.82235135E+04  5.83164664E+04 -6.70627463E+05  5.83163341E+04  5.82233706E+04  5.83107225E+04  5.82569521E+04  5.80296229E+04
  6.40033350E+04  6.42795676E+04  6.43329345E+04  6.42465716E+04  6.43385334E+04 -7.41044720E+05  6.43383996E+04  6.42464267E+04  6.43330374E+04  6.42795660E+04  6.40033350E+04
  7.02314506E+04  7.05620342E+04  7.06151072E+04  7.05294757E+04  7.06204629E+04 -8.15454263E+05  7.06203272E+04  7.05293287E+04  7.06152102E+04  7.05620327E+04  7.02314506E+04
  7.66770074E+04  7.70685194E+04  7.71213036E+04  7.70363921E+04  7.71264203E+04 -8.93729485E+05  7.71262834E+04  7.70362432E+04  7.71214069E+04  7.70685177E+04  7.66770074E+04
  8.32737665E+04  8.37329126E+04  8.37854135E+04  8.37012108E+04  8.37902949E+04 -9.75513300E+05  8.37901561E+04  8.37010597E+04  8.37855157E+04  8.37329107E+04  8.32737665E+04
  2.43905302E+04  2.43935922E+04  2.44462858E+04  2.43615117E+04  2.44510058E+04 -2.83282195E+05  2.44508865E+04  2.43613828E+04  2.44463711E+04  2.43935922E+04  2.43905302E+04
  2.76607690E+04  2.76846960E+04  2.77371322E+04  2.76530783E+04  2.77416125E+04 -3.20525843E+05  2.77414874E+04  2.76529433E+04  2.77372253E+04  2.76846958E+04  2.76607690E+04
  3.12827507E+04  3.13302783E+04  3.13823539E+04  3.12991088E+04  3.13865936E+04 -3.61804784E+05  3.13864662E+04  3.12989712E+04  3.13824482E+04  3.13302778E+04  3.12827507E+04
  3.52500456E+04  3.53241808E+04  3.53759557E+04  3.52934509E+04  3.53799599E+04 -4.07114236E+05  3.53798301E+04  3.52933105E+04  3.53760513E+04  3.53241801E+04  3.52500456E+04
  3.95528435E+04  3.96568450E+04  3.97083272E+04  3.96265491E+04  3.97121008E+04 -4.56318281E+05  3.97119688E+04  3.96264061E+04  3.97084238E+04  3.96568441E+04  3.95528435E+04
  4.41762226E+04  4.43136512E+04  4.43648465E+04  4.42837821E+04  4.43683943E+04 -5.09479392E+05  4.43682599E+04  4.42836363E+04  4.43649446E+04  4.43136500E+04  4.41762226E+04
  4.90999787E+04  4.92747450E+04  4.93256592E+04  4.92452957E+04  4.93289852E+04 -5.66474445E+05  4.93288484E+04  4.92451473E+04  4.93257582E+04  4.92747436E+04  4.90999787E+04
  5.42973404E+04  5.45137144E+04  5.45643533E+04  5.44846790E+04  5.45674619E+04 -6.27180635E+05  5.45673229E+04  5.44845280E+04  5.45644532E+04  5.45137130E+04  5.42973404E+04
  5.97382664E+04  6.00011123E+04  6.00514803E+04  5.99724842E+04  6.00543757E+04 -6.91467808E+05  6.00542346E+04  5.99723304E+04  6.00515812E+04  6.00011106E+04  5.97382664E+04
  6.53800908E+04  6.56945929E+04  6.57446952E+04  6.56663660E+04  6.57473812E+04 -7.59112310E+05  6.57472380E+04  6.56662100E+04  6.57447974E+04  6.56945910E+04  6.53800908E+04
  7.11933454E+04  7.15657301E+04  7.16155715E+04  7.15378991E+04  7.16180520E+04 -8.29970429E+05  7.16179068E+04  7.15377406E+04  7.16156744E+04  7.15657282E+04  7.11933454E+04
  7.70907484E+04  7.75274117E+04  7.75769965E+04  7.74999712E+04  7.75792755E+04 -9.03669480E+05  7.75791273E+04  7.74998096E+04  7.75771008E+04  7.75274096E+04  7.70907484E+04
  2.30917440E+04  2.30949354E+04  2.31446454E+04  2.30671107E+04  2.31467876E+04 -2.67718062E+05  2.31466469E+04  2.30669593E+04  2.31447589E+04  2.30949354E+04  2.30917440E+04
  2.61628185E+04  2.61858410E+04  2.62352696E+04  2.61584384E+04  2.62371998E+04 -3.02716916E+05  2.62370559E+04  2.61582834E+04  2.62353856E+04  2.61858408E+04  2.61628185E+04
  2.95483867E+04  2.95938661E+04  2.96430217E+04  2.95668761E+04  2.96447445E+04 -3.41290404E+05  2.96445981E+04  2.95667182E+04  2.96431383E+04  2.95938656E+04  2.95483867E+04
  3.32408375E+04  3.33116244E+04  3.33605101E+04  3.32850404E+04  3.33620296E+04 -3.83418591E+05  3.33618811E+04  3.32848799E+04  3.33606271E+04  3.33116237E+04  3.32408375E+04
  3.72275183E+04  3.73267094E+04  3.73753323E+04  3.73005249E+04  3.73766529E+04 -4.29045897E+05  3.73765023E+04  3.73003618E+04  3.73754501E+04  3.73267084E+04  3.72275183E+04
  4.14913924E+04  4.16223694E+04  4.16707352E+04  4.15965778E+04  4.16718608E+04 -4.78094005E+05  4.16717078E+04  4.15964120E+04  4.16708533E+04  4.16223682E+04  4.14913924E+04
  4.60104230E+04  4.61768979E+04  4.62250119E+04  4.61514934E+04  4.62259464E+04 -5.30455158E+05  4.62257913E+04  4.61513252E+04  4.62251304E+04  4.61768965E+04  4.60104230E+04
  5.07565071E+04  5.09625364E+04  5.10104029E+04  5.09375127E+04  5.10111502E+04 -5.85985194E+05  5.10109930E+04  5.09373419E+04  5.10105223E+04  5.09625347E+04  5.07565071E+04
  5.56989936E+04  5.59491813E+04  5.59968063E+04  5.59245334E+04  5.59973692E+04 -6.44537454E+05  5.59972100E+04  5.59243602E+04  5.59969259E+04  5.59491795E+04  5.56989936E+04
  6.07945869E+04  6.10938868E+04  6.11412742E+04  6.10696093E+04  6.11416567E+04 -7.05873876E+05  6.11414952E+04  6.10694333E+04  6.11413940E+04  6.10938846E+04  6.07945869E+04
  6.60071977E+04  6.63614789E+04  6.64086333E+04  6.63375668E+04  6.64088383E+04 -7.69838816E+05  6.64086749E+04  6.63373884E+04  6.64087535E+04  6.63614768E+04  6.60071977E+04
  7.12713503E+04  7.16867195E+04  7.17336444E+04  7.16631679E+04  7.17336758E+04 -8.36055224E+05  7.17335105E+04  7.16629870E+04  7.17337658E+04  7.16867171E+04  7.12713503E+04
  2.18545827E+04  2.18579160E+04  2.19049002E+04  2.18339569E+04  2.19047954E+04 -2.52954482E+05  2.19046379E+04  2.18337871E+04  2.19050308E+04  2.18579160E+04  2.18545827E+04
  2.47333596E+04  2.47555376E+04  2.48022723E+04  2.47319687E+04  2.48019860E+04 -2.85749968E+05  2.48018262E+04  2.47317964E+04  2.48024027E+04  2.47555373E+04  2.47333596E+04
  2.78947514E+04  2.79382742E+04  2.79847667E+04  2.79150889E+04  2.79843010E+04 -3.21754709E+05  2.79841392E+04  2.79149140E+04  2.79848972E+04  2.79382736E+04  2.78947514E+04
  3.13260561E+04  3.13936368E+04  3.14398904E+04  3.13708283E+04  3.14392505E+04 -3.60900372E+05  3.14390865E+04  3.13706508E+04  3.14400210E+04  3.13936360E+04  3.13260561E+04
  3.50139451E+04  3.51085269E+04  3.51545479E+04  3.50860894E+04  3.51537365E+04 -4.03105236E+05  3.51535704E+04  3.50859092E+04  3.51546786E+04  3.51085259E+04  3.50139451E+04
  3.89366320E+04  3.90614271E+04  3.91072204E+04  3.90393547E+04  3.91062411E+04 -4.48265090E+05  3.91060731E+04  3.90391720E+04  3.91073511E+04  3.90614259E+04  3.89366320E+04
  4.30755116E+04  4.32340446E+04  4.32796151E+04  4.32123317E+04  4.32784713E+04 -4.96264086E+05  4.32783010E+04  4.32121462E+04  4.32797457E+04  4.32340429E+04  4.30755116E+04
  4.73987031E+04  4.75948270E+04  4.76401796E+04  4.75734687E+04  4.76388743E+04 -5.46943970E+05  4.76387017E+04  4.75732806E+04  4.76403101E+04  4.75948253E+04  4.73987031E+04
  5.18754472E+04  5.21135347E+04  5.21586664E+04  5.20925254E+04  5.21572030E+04 -6.00134697E+05  5.21570285E+04  5.20923349E+04  5.21587970E+04  5.21135327E+04  5.18754472E+04
  5.64629198E+04  5.67476695E+04  5.67925984E+04  5.67270048E+04  5.67909797E+04 -6.55602450E+05  5.67908030E+04  5.67268118E+04  5.67927290E+04  5.67476674E+04  5.64629198E+04
  6.11254992E+04  6.14622795E+04  6.15070024E+04  6.14419543E+04  6.15052312E+04 -7.13173011E+05  6.15050523E+04  6.14417586E+04  6.15071327E+04  6.14622771E+04  6.11254992E+04
  6.57985493E+04  6.61934311E+04  6.62379522E+04  6.61734412E+04  6.62360311E+04 -7.72472899E+05  6.62358504E+04  6.61732433E+04  6.62380826E+04  6.61934288E+04  6.57985493E+04
  2.06755792E+04  2.06790665E+04  2.07235803E+04  2.06586439E+04  2.07215217E+04 -2.38956523E+05  2.07213516E+04  2.06584599E+04  2.07237180E+04  2.06790665E+04  2.06755792E+04
  2.33737263E+04  2.33951447E+04  2.34394436E+04  2.33750900E+04  2.34372276E+04 -2.69632293E+05  2.34370552E+04  2.33749033E+04  2.34395811E+04  2.33951444E+04  2.33737263E+04
  2.63198489E+04  2.63615838E+04  2.64056680E+04  2.63418846E+04  2.64032976E+04 -3.03191544E+05  2.64031231E+04  2.63416953E+04  2.64058054E+04  2.63615832E+04  2.63198489E+04
  2.95026416E+04  2.95672706E+04  2.96111465E+04  2.95479252E+04  2.96086274E+04 -3.39492647E+05  2.96084507E+04  2.95477331E+04  2.96112835E+04  2.95672696E+04  2.95026416E+04
  3.29060044E+04  3.29963239E+04  3.30402400E+04  3.29773253E+04  3.30375743E+04 -3.78445800E+05  3.30373951E+04  3.29771303E+04  3.30403766E+04  3.29963227E+04  3.29060044E+04
  3.65103217E+04  3.66293811E+04  3.66728540E+04  3.66107236E+04  3.66700448E+04 -4.19947850E+05  3.66698633E+04  3.66105260E+04  3.66729906E+04  3.66293795E+04  3.65103217E+04
  4.02906448E+04  4.04417894E+04  4.04850672E+04  4.04234679E+04  4.04821169E+04 -4.63851028E+05  4.04819335E+04  4.04232675E+04  4.04852036E+04  4.04417878E+04  4.02906448E+04
  4.42174181E+04  4.44043058E+04  4.44473923E+04  4.43863150E+04  4.44443042E+04 -5.09985253E+05  4.44441186E+04  4.43861121E+04  4.44475285E+04  4.44043038E+04  4.42174181E+04
  4.82597830E+04  4.84865612E+04  4.85294606E+04  4.84688969E+04  4.85262370E+04 -5.58178862E+05  4.85260491E+04  4.84686910E+04  4.85295963E+04  4.84865590E+04  4.82597830E+04
  5.23746992E+04  5.26458349E+04  5.26885500E+04  5.26284915E+04  5.26851938E+04 -6.08182217E+05  5.26850039E+04  5.26282830E+04  5.26886858E+04  5.26458325E+04  5.23746992E+04
  5.65275364E+04  5.68482932E+04  5.68908322E+04  5.68312708E+04  5.68873455E+04 -6.59825764E+05  5.68871534E+04  5.68310597E+04  5.68909678E+04  5.68482906E+04  5.65275364E+04
  6.06557144E+04  6.10316397E+04  6.10739977E+04  6.10149261E+04  6.10703828E+04 -7.12740243E+05  6.10701886E+04  6.10147120E+04  6.10741328E+04  6.10316368E+04  6.06557144E+04
  1.95531747E+04  1.95568280E+04  1.95991314E+04  1.95396762E+04  1.95953769E+04 -2.25592373E+05  1.95951945E+04  1.95394782E+04  1.95992741E+04  1.95568280E+04  1.95531747E+04
  2.20755578E+04  2.20962555E+04  2.21383740E+04  2.20794494E+04  2.21344860E+04 -2.54306195E+05  2.21343011E+04  2.20792483E+04  2.21385163E+04  2.20962550E+04  2.20755578E+04
  2.48180654E+04  2.48580728E+04  2.49000081E+04  2.48416048E+04  2.48959896E+04 -2.85518517E+05  2.48958023E+04  2.48414007E+04  2.49001498E+04  2.48580720E+04  2.48180654E+04
