PdfType: central
Format: lhagrid1
---
  9.26136000E-10  1.13119000E-09  1.38163000E-09  1.68753000E-09  2.06115000E-09  2.51750000E-09  3.07488000E-09  3.75567000E-09  4.58718000E-09  5.60280000E-09  6.84327000E-09  8.35839000E-09  1.02090000E-08  1.24693000E-08  1.52300000E-08  1.86019000E-08  2.27205000E-08  2.77508000E-08  3.38949000E-08  4.13994000E-08  5.05653000E-08  6.17606000E-08  7.54346000E-08  9.21360000E-08  1.12535000E-07  1.37451000E-07  1.67883000E-07  2.05052000E-07  2.50452000E-07  3.05902000E-07  3.73630000E-07  4.56353000E-07  5.57390000E-07  6.80798000E-07  8.31529000E-07  1.01563000E-06  1.24050000E-06  1.51514000E-06  1.85060000E-06  2.26033000E-06  2.76077000E-06  3.37202000E-06  4.11859000E-06  5.03046000E-06  6.14421000E-06  7.50456000E-06  9.16609000E-06  1.11955000E-05  1.36742000E-05  1.67017000E-05  2.03995000E-05  2.49160000E-05  3.04325000E-05  3.71703000E-05  4.53999000E-05  5.54516000E-05  6.77287000E-05  8.27241000E-05  1.01039000E-04  1.23410000E-04  1.50733000E-04  1.84106000E-04  2.24867000E-04  2.74654000E-04  3.35463000E-04  4.09735000E-04  5.00451000E-04  6.11253000E-04  7.46586000E-04  9.11882000E-04  1.11378000E-03  1.36037000E-03  1.66156000E-03  2.02943000E-03  2.47875000E-03  3.02755000E-03  3.69786000E-03  4.51658000E-03  5.51656000E-03  6.73795000E-03  8.22975000E-03  1.00518000E-02  1.22773000E-02  1.49956000E-02  1.83156000E-02  2.23708000E-02  2.73237000E-02  3.33733000E-02  4.07622000E-02  4.97871000E-02  6.08101000E-02  7.42736000E-02  9.07180000E-02  1.10803000E-01  1.35335000E-01  1.44665000E-01  1.54638000E-01  1.65299000E-01  1.76694000E-01  1.88876000E-01  2.01897000E-01  2.15815000E-01  2.30693000E-01  2.46597000E-01  2.63597000E-01  2.81769000E-01  3.01194000E-01  3.21958000E-01  3.44154000E-01  3.67879000E-01  3.93241000E-01  4.20350000E-01  4.49329000E-01  4.80305000E-01  5.13417000E-01  5.48812000E-01  5.61144000E-01  5.73753000E-01  5.86646000E-01  5.99829000E-01  6.13307000E-01  6.27089000E-01  6.41180000E-01  6.55588000E-01  6.70320000E-01  6.85383000E-01  7.00784000E-01  7.16531000E-01  7.32632000E-01  7.49095000E-01  7.65928000E-01  7.83139000E-01  8.00737000E-01  8.18731000E-01  8.24818000E-01  8.30950000E-01  8.37128000E-01  8.43352000E-01  8.49623000E-01  8.55940000E-01  8.62303000E-01  8.68715000E-01  8.75173000E-01  8.81680000E-01  8.88235000E-01  8.94839000E-01  9.01492000E-01  9.08195000E-01  9.14947000E-01  9.21750000E-01  9.28603000E-01  9.35507000E-01  9.42462000E-01  9.49470000E-01  9.56529000E-01  9.63640000E-01  9.70805000E-01  9.78023000E-01  9.85294000E-01  9.92620000E-01  1.00000000E+00
  1.29500000E+00  1.29875000E+00  1.46461000E+00  1.65924000E+00  1.89067000E+00  2.16749000E+00  2.50067000E+00  2.90430000E+00  3.39664000E+00  4.00145000E+00  4.75000000E+00  5.76715000E+00  7.07072000E+00  8.75819000E+00  1.09657000E+01  1.38856000E+01  1.77929000E+01  2.30855000E+01  3.03471000E+01  4.04448000E+01  5.46864000E+01  7.50724000E+01  1.04712000E+02  1.48517000E+02  2.14380000E+02  3.15212000E+02  4.72537000E+02  7.22946000E+02  1.12995000E+03  1.80616000E+03  2.95593000E+03  4.95886000E+03  8.53814000E+03  1.51079000E+04  2.75107000E+04  5.16275000E+04  1.00000000E+05
 -5 -4 -3 -2 -1  1  2  3  4  5 21
  1.12556441E+02  1.12556441E+02  1.12801948E+02  1.12908416E+02  1.12909736E+02  1.12909838E+02  1.12908522E+02  1.12801948E+02  1.12556441E+02  1.12556441E+02  1.78227031E+04
  1.13495028E+02  1.13495028E+02  1.13757755E+02  1.13864302E+02  1.13865636E+02  1.13865530E+02  1.13864301E+02  1.13757755E+02  1.13495028E+02  1.13495028E+02  1.79614517E+04
  1.71819283E+02  1.72161482E+02  1.72789645E+02  1.72888203E+02  1.72889211E+02  1.72889117E+02  1.72888119E+02  1.72789645E+02  1.72161482E+02  1.71819283E+02  2.53762461E+04
  2.43831686E+02  2.44922094E+02  2.45549841E+02  2.45647714E+02  2.45648567E+02  2.45648571E+02  2.45647724E+02  2.45549841E+02  2.44922094E+02  2.43831686E+02  3.33537305E+04
  3.47260047E+02  3.49208078E+02  3.49833790E+02  3.49932874E+02  3.49933816E+02  3.49933835E+02  3.49932906E+02  3.49833790E+02  3.49208078E+02  3.47260047E+02  4.34000089E+04
  4.88605831E+02  4.91617154E+02  4.92242737E+02  4.92340548E+02  4.92341588E+02  4.92341613E+02  4.92340518E+02  4.92242737E+02  4.91617154E+02  4.88605831E+02  5.57265122E+04
  6.74613103E+02  6.79006037E+02  6.79631158E+02  6.79728504E+02  6.79730672E+02  6.79730701E+02  6.79728557E+02  6.79631158E+02  6.79006037E+02  6.74613103E+02  7.05379752E+04
  9.12238457E+02  9.18466440E+02  9.19089907E+02  9.19187270E+02  9.19188552E+02  9.19189473E+02  9.19188258E+02  9.19089907E+02  9.18466440E+02  9.12238457E+02  8.80321577E+04
  1.20862278E+03  1.21729699E+03  1.21791998E+03  1.21801719E+03  1.21801954E+03  1.21801855E+03  1.21801719E+03  1.21791998E+03  1.21729699E+03  1.20862278E+03  1.08399540E+05
  1.57106664E+03  1.58298875E+03  1.58361263E+03  1.58370971E+03  1.58371124E+03  1.58371116E+03  1.58370968E+03  1.58361263E+03  1.58298875E+03  1.57106664E+03  1.31823028E+05
  2.00700354E+03  2.02320303E+03  2.02382489E+03  2.02392231E+03  2.02392394E+03  2.02392297E+03  2.02392232E+03  2.02382489E+03  2.02320303E+03  2.00700354E+03  1.58477271E+05
  2.58549258E+03  2.60604257E+03  2.60661527E+03  2.60670463E+03  2.60670608E+03  2.60670607E+03  2.60670461E+03  2.60661527E+03  2.60604257E+03  2.58549258E+03  1.91667241E+05
  3.24906355E+03  3.26955888E+03  3.27013604E+03  3.27022405E+03  3.27022650E+03  3.27022554E+03  3.27022303E+03  3.27013604E+03  3.26955888E+03  3.24906355E+03  2.27304381E+05
  4.02943985E+03  4.04988579E+03  4.05046292E+03  4.05055382E+03  4.05055731E+03  4.05054752E+03  4.05055380E+03  4.05046292E+03  4.04988579E+03  4.02943985E+03  2.67322035E+05
  4.93842479E+03  4.95882053E+03  4.95939278E+03  4.95947837E+03  4.95948207E+03  4.95948213E+03  4.95947839E+03  4.95939278E+03  4.95882053E+03  4.93842479E+03  3.11940179E+05
  5.98800096E+03  6.00834017E+03  6.00891623E+03  6.00900578E+03  6.00900971E+03  6.00900977E+03  6.00900589E+03  6.00891623E+03  6.00834017E+03  5.98800096E+03  3.61365661E+05
  7.19033178E+03  7.21062646E+03  7.21118739E+03  7.21128074E+03  7.21128407E+03  7.21128414E+03  7.21128041E+03  7.21118739E+03  7.21062646E+03  7.19033178E+03  4.15787679E+05
  8.55768814E+03  8.57793724E+03  8.57850122E+03  8.57858825E+03  8.57859303E+03  8.57859310E+03  8.57858839E+03  8.57850122E+03  8.57793724E+03  8.55768814E+03  4.75377672E+05
  1.01024155E+04  1.01226102E+04  1.01231865E+04  1.01232769E+04  1.01232717E+04  1.01232718E+04  1.01232771E+04  1.01231865E+04  1.01226102E+04  1.01024155E+04  5.40306043E+05
  1.18367701E+04  1.18569193E+04  1.18574977E+04  1.18575730E+04  1.18575865E+04  1.18575863E+04  1.18575727E+04  1.18574977E+04  1.18569193E+04  1.18367701E+04  6.10626667E+05
  1.37730257E+04  1.37931402E+04  1.37937116E+04  1.37937909E+04  1.37937949E+04  1.37937950E+04  1.37937910E+04  1.37937116E+04  1.37931402E+04  1.37730257E+04  6.86504268E+05
  1.59231239E+04  1.59431679E+04  1.59437407E+04  1.59438323E+04  1.59438273E+04  1.59438271E+04  1.59438325E+04  1.59437407E+04  1.59431679E+04  1.59231239E+04  7.67991271E+05
  1.82987979E+04  1.83188212E+04  1.83193768E+04  1.83194719E+04  1.83194676E+04  1.83194677E+04  1.83194716E+04  1.83193768E+04  1.83188212E+04  1.82987979E+04  8.55120660E+05
  2.09113080E+04  2.09313204E+04  2.09318062E+04  2.09319128E+04  2.09319444E+04  2.09319445E+04  2.09319130E+04  2.09318062E+04  2.09313204E+04  2.09113080E+04  9.47901223E+05
  2.37714359E+04  2.37914027E+04  2.37919082E+04  2.37920264E+04  2.37920585E+04  2.37920586E+04  2.37920266E+04  2.37919082E+04  2.37914027E+04  2.37714359E+04  1.04630181E+06
  2.68923247E+04  2.69121509E+04  2.69127843E+04  2.69128248E+04  2.69128268E+04  2.69128266E+04  2.69128247E+04  2.69127843E+04  2.69121509E+04  2.68923247E+04  1.15025265E+06
  3.02747643E+04  3.02945560E+04  3.02951147E+04  3.02951588E+04  3.02952584E+04  3.02952585E+04  3.02951590E+04  3.02951147E+04  3.02945560E+04  3.02747643E+04  1.25964031E+06
  3.39359300E+04  3.39556729E+04  3.39562522E+04  3.39562970E+04  3.39563966E+04  3.39563967E+04  3.39562972E+04  3.39562522E+04  3.39556729E+04  3.39359300E+04  1.37432311E+06
  3.78808298E+04  3.79006233E+04  3.79011246E+04  3.79012668E+04  3.79012711E+04  3.79012712E+04  3.79012671E+04  3.79011246E+04  3.79006233E+04  3.78808298E+04  1.49409632E+06
