# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_30/LUXqed17_PDF4LHC15_nnlo_30-mu2-10000-imem-27.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -ymax 12.0 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_30/LUXqed17_plus_PDF4LHC15_nnlo_30_0027.dat
# Stamped by ./gen_qed_grid on  3/08/2017 at 07:04:07
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_30, imem =           27
 # Qphoton =    100.00000000000000     
# charm mass = 1.3000000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.5600000E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.57560041661816     
 # QCD coupling at MZ =   0.11800021884307436     
# ymax =  12.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031849, mom_gluon =    0.4556042, mom_weighted_gluon =    0.4556042
# total momentum  (final) at Qlo (& components) 0.9990505 0.0000000 0.0048727 0.0139131 0.0219738 0.0338625 0.0386573 0.4524193 0.1313711 0.2567610 0.0233177 0.0138539 0.0048633 0.0000000 0.0000000 0.0031849 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9439024  0.9736409  1.9883110 -0.0177001 -0.0003002 -0.0000492  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00699 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 6.1442124E-06 8.2936352E-06 1.1194904E-05 1.5110938E-05 2.0396541E-05 2.7530467E-05 3.7158640E-05 5.0152366E-05 6.7686698E-05 9.1345808E-05 1.2326451E-04 1.6631795E-04 2.2437529E-04 3.0263781E-04 4.0808748E-04 5.5007849E-04 7.4111067E-04 9.9782918E-04 1.3422959E-03 1.8035700E-03 2.4196114E-03 3.2394636E-03 4.3255786E-03 5.7559903E-03 7.6258360E-03 1.0047507E-02 1.3148571E-02 1.7066724E-02 2.1941529E-02 2.7903648E-02 3.5063318E-02 4.3500507E-02 5.3258925E-02 6.4344971E-02 7.6731190E-02 9.0362742E-02 1.0516500E-01 1.2105078E-01 1.3792623E-01 1.5569518E-01 1.7426191E-01 1.9353276E-01 2.1341683E-01 2.3382624E-01 2.5467604E-01 2.7588402E-01 2.9737071E-01 3.1905927E-01 3.4087579E-01 3.6274949E-01 3.8461320E-01 4.0640386E-01 4.2806301E-01 4.4953726E-01 4.7077868E-01 4.9174506E-01 5.1240004E-01 5.3271304E-01 5.5265917E-01 5.7221885E-01 5.9137751E-01 6.1012510E-01 6.2845560E-01 6.4636656E-01 6.6385855E-01 6.8093470E-01 6.9760029E-01 7.1386231E-01 7.2972912E-01 7.4521012E-01 7.6031550E-01 7.7505598E-01 7.8944265E-01 8.0348676E-01 8.1719965E-01 8.3059260E-01 8.4367673E-01 8.5646300E-01 8.6896209E-01 8.8118439E-01 8.9313999E-01 9.0483864E-01 9.1628974E-01 9.2750234E-01 9.3848513E-01 9.4924647E-01 9.5979436E-01 9.7013648E-01 9.8028016E-01 9.9023242E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  1.1550632E+00  2.6508536E+00  3.4983641E+00  3.5176798E+00  3.5764760E+00  6.4738521E+01  3.5447201E+00  3.5161942E+00  3.4714842E+00  2.6509741E+00  1.1550827E+00  1.8588884E-01
  1.3743262E+00  2.8621389E+00  3.7049869E+00  3.7254778E+00  3.7835372E+00  7.0774885E+01  3.7523835E+00  3.7241813E+00  3.6785175E+00  2.8622636E+00  1.3743492E+00  1.9770636E-01
  1.6045118E+00  3.0844311E+00  3.9226850E+00  3.9443271E+00  4.0016652E+00  7.7204862E+01  3.9711040E+00  3.9432184E+00  3.8966190E+00  3.0845597E+00  1.6045380E+00  2.1046482E-01
  1.8460530E+00  3.3181598E+00  4.1518870E+00  4.1746558E+00  4.2312886E+00  8.4038881E+01  4.2013108E+00  4.1737338E+00  4.1262175E+00  3.3182922E+00  1.8460824E+00  2.2422778E-01
  2.0993880E+00  3.5637593E+00  4.3930262E+00  4.4168970E+00  4.4728411E+00  9.1287183E+01  4.4434375E+00  4.4161606E+00  4.3677465E+00  3.5638953E+00  2.0994203E+00  2.3906265E-01
  2.3649588E+00  3.8216683E+00  4.6465406E+00  4.6714881E+00  4.7267607E+00  9.8959810E+01  4.6979226E+00  4.6709364E+00  4.6216441E+00  3.8218079E+00  2.3649940E+00  2.5504094E-01
  2.6432121E+00  4.0923299E+00  4.9128726E+00  4.9388709E+00  4.9934900E+00  1.0706661E+02  4.9652089E+00  4.9385030E+00  4.8883528E+00  4.0924729E+00  2.6432501E+00  2.7223845E-01
  2.9345984E+00  4.3761910E+00  5.1924687E+00  5.2194913E+00  5.2734759E+00  1.1561720E+02  5.2457435E+00  5.2193062E+00  5.1683194E+00  4.3763373E+00  2.9346390E+00  2.9073550E-01
  3.2395720E+00  4.6737025E+00  5.4857795E+00  5.5137990E+00  5.5671690E+00  1.2462102E+02  5.5399773E+00  5.5137960E+00  5.4619947E+00  4.6738519E+00  3.2396151E+00  3.1061713E-01
  3.5585908E+00  4.9853186E+00  5.7932592E+00  5.8222471E+00  5.8750238E+00  1.3408725E+02  5.8483649E+00  5.8224255E+00  5.7698330E+00  4.9854711E+00  3.5586363E+00  3.3197342E-01
  3.8921158E+00  5.3114970E+00  6.1153657E+00  6.1452923E+00  6.1974982E+00  1.4402485E+02  6.1713644E+00  6.1456514E+00  6.0922921E+00  5.3116524E+00  3.8921637E+00  3.5489968E-01
  4.2406113E+00  5.6526981E+00  6.4525597E+00  6.4833941E+00  6.5350532E+00  1.5444257E+02  6.5094372E+00  6.4839332E+00  6.4298332E+00  5.6528564E+00  4.2406615E+00  3.7949674E-01
  4.6045443E+00  6.0093852E+00  6.8053050E+00  6.8370147E+00  6.8881528E+00  1.6534889E+02  6.8630473E+00  6.8377334E+00  6.7829201E+00  6.0095463E+00  4.6045966E+00  4.0587123E-01
  4.9843841E+00  6.3820239E+00  7.1740681E+00  7.2066189E+00  7.2572635E+00  1.7675205E+02  7.2326616E+00  7.2075167E+00  7.1520194E+00  6.3821876E+00  4.9844384E+00  4.3413587E-01
  5.3806023E+00  6.7710818E+00  7.5593177E+00  7.5926735E+00  7.6428542E+00  1.8866004E+02  7.6187489E+00  7.5937500E+00  7.5375999E+00  6.7712481E+00  5.3806586E+00  4.6440979E-01
  5.7936723E+00  7.1770283E+00  7.9615244E+00  7.9956471E+00  8.0453956E+00  2.0108057E+02  8.0217803E+00  7.9969017E+00  7.9401323E+00  7.1771972E+00  5.7937305E+00  4.9681881E-01
  6.2240691E+00  7.6003343E+00  8.3811605E+00  8.4160095E+00  8.4653602E+00  2.1402111E+02  8.4422284E+00  8.4174421E+00  8.3600891E+00  7.6005056E+00  6.2241292E+00  5.3149583E-01
  6.6722689E+00  8.0414716E+00  8.8186997E+00  8.8542320E+00  8.9032219E+00  2.2748884E+02  8.8805672E+00  8.8558422E+00  8.7979441E+00  8.0416452E+00  6.6723307E+00  5.6858112E-01
  7.1387487E+00  8.5009127E+00  9.2746166E+00  9.3107863E+00  9.3594552E+00  2.4149065E+02  9.3372716E+00  9.3125740E+00  9.2541720E+00  8.5010886E+00  7.1388123E+00  6.0822272E-01
