# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_30/LUXqed17_PDF4LHC15_nnlo_30-mu2-10000-elpar-world.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -ymax 12.0 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_30/LUXqed17_plus_PDF4LHC15_nnlo_30_0034.dat
# Stamped by ./gen_qed_grid on  3/08/2017 at 07:04:12
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_30, imem =            0
 # Qphoton =    100.00000000000000     
# charm mass = 1.3000000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.5600000E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.57560041661816     
 # QCD coupling at MZ =   0.11800021884307436     
# ymax =  12.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031809, mom_gluon =    0.4550390, mom_weighted_gluon =    0.4550390
# total momentum  (final) at Qlo (& components) 0.9994881 0.0000000 0.0048451 0.0138428 0.0223010 0.0338178 0.0386285 0.4518581 0.1312846 0.2565995 0.0245106 0.0137836 0.0048356 0.0000000 0.0000000 0.0031809 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9871281  0.9942209  1.9915332  0.0017233 -0.0003002 -0.0000492  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00699 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 6.1442124E-06 8.2936352E-06 1.1194904E-05 1.5110938E-05 2.0396541E-05 2.7530467E-05 3.7158640E-05 5.0152366E-05 6.7686698E-05 9.1345808E-05 1.2326451E-04 1.6631795E-04 2.2437529E-04 3.0263781E-04 4.0808748E-04 5.5007849E-04 7.4111067E-04 9.9782918E-04 1.3422959E-03 1.8035700E-03 2.4196114E-03 3.2394636E-03 4.3255786E-03 5.7559903E-03 7.6258360E-03 1.0047507E-02 1.3148571E-02 1.7066724E-02 2.1941529E-02 2.7903648E-02 3.5063318E-02 4.3500507E-02 5.3258925E-02 6.4344971E-02 7.6731190E-02 9.0362742E-02 1.0516500E-01 1.2105078E-01 1.3792623E-01 1.5569518E-01 1.7426191E-01 1.9353276E-01 2.1341683E-01 2.3382624E-01 2.5467604E-01 2.7588402E-01 2.9737071E-01 3.1905927E-01 3.4087579E-01 3.6274949E-01 3.8461320E-01 4.0640386E-01 4.2806301E-01 4.4953726E-01 4.7077868E-01 4.9174506E-01 5.1240004E-01 5.3271304E-01 5.5265917E-01 5.7221885E-01 5.9137751E-01 6.1012510E-01 6.2845560E-01 6.4636656E-01 6.6385855E-01 6.8093470E-01 6.9760029E-01 7.1386231E-01 7.2972912E-01 7.4521012E-01 7.6031550E-01 7.7505598E-01 7.8944265E-01 8.0348676E-01 8.1719965E-01 8.3059260E-01 8.4367673E-01 8.5646300E-01 8.6896209E-01 8.8118439E-01 8.9313999E-01 9.0483864E-01 9.1628974E-01 9.2750234E-01 9.3848513E-01 9.4924647E-01 9.5979436E-01 9.7013648E-01 9.8028016E-01 9.9023242E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  1.1447424E+00  2.6297428E+00  3.3754094E+00  3.4818395E+00  3.5057423E+00  6.3890389E+01  3.5083563E+00  3.4860802E+00  3.3750227E+00  2.6298633E+00  1.1447619E+00  1.8566130E-01
  1.3633979E+00  2.8405539E+00  3.5831120E+00  3.6894846E+00  3.7131339E+00  6.9948552E+01  3.7157983E+00  3.6938157E+00  3.5827252E+00  2.8406784E+00  1.3634207E+00  1.9746326E-01
  1.5930247E+00  3.0624190E+00  3.8019109E+00  3.9082221E+00  3.9316252E+00  7.6400631E+01  3.9343401E+00  3.9126442E+00  3.8015237E+00  3.0625473E+00  1.5930506E+00  2.1020608E-01
  1.8340546E+00  3.2957663E+00  4.0322339E+00  4.1384791E+00  4.1616439E+00  8.3257022E+01  4.1644096E+00  4.1429930E+00  4.0318464E+00  3.2958983E+00  1.8340835E+00  2.2395335E-01
  2.0869243E+00  3.5410290E+00  4.2745138E+00  4.3806877E+00  4.4036228E+00  9.0527935E+01  4.4064395E+00  4.3852939E+00  4.2741258E+00  3.5411645E+00  2.0869561E+00  2.3877253E-01
  2.3520748E+00  3.7986445E+00  4.5291881E+00  4.6352840E+00  4.6579990E+00  9.8223384E+01  4.6608671E+00  4.6399833E+00  4.5287995E+00  3.7987834E+00  2.3521093E+00  2.5473516E-01
  2.6299513E+00  4.0690547E+00  4.7966986E+00  4.9027090E+00  4.9252144E+00  1.0635319E+02  4.9281341E+00  4.9075020E+00  4.7963092E+00  4.0691969E+00  2.6299886E+00  2.7191710E-01
  2.9210034E+00  4.3527054E+00  5.0774912E+00  5.1834075E+00  5.2057149E+00  1.1492695E+02  5.2086865E+00  5.1882949E+00  5.0771010E+00  4.3528509E+00  2.9210432E+00  2.9039869E-01
  3.2256841E+00  4.6500464E+00  5.3720161E+00  5.4778282E+00  5.4999504E+00  1.2395407E+02  5.5029743E+00  5.4828108E+00  5.3716250E+00  4.6501950E+00  3.2257263E+00  3.1026504E-01
  3.5444502E+00  4.9615310E+00  5.6807271E+00  5.7864234E+00  5.8083747E+00  1.3344373E+02  5.8114512E+00  5.7915020E+00  5.6803350E+00  4.9616826E+00  3.5444948E+00  3.3160627E-01
  3.8777618E+00  5.2876157E+00  6.0040812E+00  6.1096487E+00  6.1314449E+00  1.4340486E+02  6.1345744E+00  6.1148241E+00  6.0036881E+00  5.2877701E+00  3.8778087E+00  3.5451774E-01
  4.2260822E+00  5.6287600E+00  6.3425391E+00  6.4479629E+00  6.4696213E+00  1.5384619E+02  6.4728041E+00  6.4532359E+00  6.3421448E+00  5.6289173E+00  4.2261313E+00  3.7910032E-01
  4.5898772E+00  5.9854262E+00  6.6965640E+00  6.8018273E+00  6.8233673E+00  1.6477618E+02  6.8266038E+00  6.8071989E+00  6.6961685E+00  5.9855862E+00  4.5899284E+00  4.0546073E-01
  4.9696153E+00  6.3580790E+00  7.0666218E+00  7.1717059E+00  7.1931486E+00  1.7620306E+02  7.1964392E+00  7.1771769E+00  7.0662250E+00  6.3582417E+00  4.9696686E+00  4.3371172E-01
  5.3657672E+00  6.7471853E+00  7.4531808E+00  7.5580647E+00  7.5794335E+00  1.8813481E+02  7.5827786E+00  7.5636359E+00  7.4527827E+00  6.7473505E+00  5.3658224E+00  4.6397249E-01
  5.7788054E+00  7.1532134E+00  7.8567113E+00  7.9613714E+00  7.9826922E+00  2.0057912E+02  7.9860922E+00  7.9670439E+00  7.8563117E+00  7.1533811E+00  5.7788625E+00  4.9636893E-01
  6.2092040E+00  7.5766334E+00  8.2776851E+00  8.3820954E+00  8.4033965E+00  2.1354345E+02  8.4068518E+00  8.3878700E+00  8.2772840E+00  7.5768035E+00  6.2092629E+00  5.3103399E-01
  6.6574383E+00  8.0179163E+00  8.7165755E+00  8.8207070E+00  8.8420195E+00  2.2703497E+02  8.8455306E+00  8.8265847E+00  8.7161729E+00  8.0180888E+00  6.6574990E+00  5.6810803E-01
  7.1239847E+00  8.4775340E+00  9.1738567E+00  9.2776772E+00  9.2990355E+00  2.4106057E+02  9.3026028E+00  9.2836591E+00  9.1734525E+00  8.4777088E+00  7.1240471E+00  6.0773914E-01
