# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_30/LUXqed17_PDF4LHC15_nnlo_30-mu2-10000-imem-3.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -ymax 12.0 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_30/LUXqed17_plus_PDF4LHC15_nnlo_30_0003.dat
# Stamped by ./gen_qed_grid on  3/08/2017 at 07:03:48
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_30, imem =            3
 # Qphoton =    100.00000000000000     
# charm mass = 1.3000000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.5600000E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.57560041661816     
 # QCD coupling at MZ =   0.11800021884307436     
# ymax =  12.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031845, mom_gluon =    0.4551568, mom_weighted_gluon =    0.4551568
# total momentum  (final) at Qlo (& components) 0.9992948 0.0000000 0.0048144 0.0138322 0.0223189 0.0337870 0.0388227 0.4519723 0.1308507 0.2565182 0.0246159 0.0137730 0.0048049 0.0000000 0.0000000 0.0031845 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.7636743  0.8777110  1.9580553 -0.0717426 -0.0003002 -0.0000492  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00700 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 6.1442124E-06 8.2936352E-06 1.1194904E-05 1.5110938E-05 2.0396541E-05 2.7530467E-05 3.7158640E-05 5.0152366E-05 6.7686698E-05 9.1345808E-05 1.2326451E-04 1.6631795E-04 2.2437529E-04 3.0263781E-04 4.0808748E-04 5.5007849E-04 7.4111067E-04 9.9782918E-04 1.3422959E-03 1.8035700E-03 2.4196114E-03 3.2394636E-03 4.3255786E-03 5.7559903E-03 7.6258360E-03 1.0047507E-02 1.3148571E-02 1.7066724E-02 2.1941529E-02 2.7903648E-02 3.5063318E-02 4.3500507E-02 5.3258925E-02 6.4344971E-02 7.6731190E-02 9.0362742E-02 1.0516500E-01 1.2105078E-01 1.3792623E-01 1.5569518E-01 1.7426191E-01 1.9353276E-01 2.1341683E-01 2.3382624E-01 2.5467604E-01 2.7588402E-01 2.9737071E-01 3.1905927E-01 3.4087579E-01 3.6274949E-01 3.8461320E-01 4.0640386E-01 4.2806301E-01 4.4953726E-01 4.7077868E-01 4.9174506E-01 5.1240004E-01 5.3271304E-01 5.5265917E-01 5.7221885E-01 5.9137751E-01 6.1012510E-01 6.2845560E-01 6.4636656E-01 6.6385855E-01 6.8093470E-01 6.9760029E-01 7.1386231E-01 7.2972912E-01 7.4521012E-01 7.6031550E-01 7.7505598E-01 7.8944265E-01 8.0348676E-01 8.1719965E-01 8.3059260E-01 8.4367673E-01 8.5646300E-01 8.6896209E-01 8.8118439E-01 8.9313999E-01 9.0483864E-01 9.1628974E-01 9.2750234E-01 9.3848513E-01 9.4924647E-01 9.5979436E-01 9.7013648E-01 9.8028016E-01 9.9023242E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  1.1262145E+00  2.5958788E+00  3.4378725E+00  3.5144281E+00  3.6588793E+00  6.4054021E+01  3.4696275E+00  3.4654627E+00  3.3138733E+00  2.5959994E+00  1.1262341E+00  1.8562312E-01
  1.3454137E+00  2.8075272E+00  3.6446587E+00  3.7220548E+00  3.8642424E+00  7.0116471E+01  3.6780209E+00  3.6739837E+00  3.5226339E+00  2.8076526E+00  1.3454374E+00  1.9742403E-01
  1.5755720E+00  3.0302122E+00  3.8625562E+00  3.9407705E+00  4.0807378E+00  7.6572339E+01  3.8974948E+00  3.8935807E+00  3.7424704E+00  3.0303423E+00  1.5755997E+00  2.1016599E-01
  1.8171210E+00  3.2643621E+00  4.0919916E+00  4.1710015E+00  4.3087916E+00  8.3432012E+01  4.1284768E+00  4.1246806E+00  3.9738104E+00  3.2644966E+00  1.8171525E+00  2.2391257E-01
  2.0704968E+00  3.5104094E+00  4.3333967E+00  4.4131790E+00  4.5488349E+00  9.0705690E+01  4.3713994E+00  4.3677151E+00  4.2170867E+00  3.5105482E+00  2.0705319E+00  2.3873123E-01
  2.3361401E+00  3.7687914E+00  4.5872077E+00  4.6677390E+00  4.8013034E+00  9.8403380E+01  4.6266996E+00  4.6231201E+00  4.4727362E+00  3.7689342E+00  2.3361786E+00  2.5469347E-01
  2.6144956E+00  4.0399496E+00  4.8538654E+00  4.9351213E+00  5.0666374E+00  1.0653489E+02  4.8948190E+00  4.8913362E+00  4.7412006E+00  4.0400964E+00  2.6145373E+00  2.7187511E-01
  2.9060123E+00  4.3243297E+00  5.1338148E+00  5.2157703E+00  5.3452814E+00  1.1510983E+02  5.1762031E+00  5.1728079E+00  5.0229259E+00  4.3244802E+00  2.9060571E+00  2.9035649E-01
  3.2111430E+00  4.6223809E+00  5.4275049E+00  5.5101341E+00  5.6376839E+00  1.2413758E+02  5.4713017E+00  5.4679837E+00  5.3183616E+00  4.6225349E+00  3.2111907E+00  3.1022268E-01
  3.5303440E+00  4.9345563E+00  5.7353885E+00  5.8186643E+00  5.9442973E+00  1.3362732E+02  5.7805683E+00  5.7773155E+00  5.6279614E+00  4.9347137E+00  3.5303946E+00  3.3156376E-01
  3.8640751E+00  5.2613120E+00  6.0579219E+00  6.1418161E+00  6.2655774E+00  1.4358799E+02  6.1044597E+00  6.1012587E+00  5.9521823E+00  5.2614727E+00  3.8641283E+00  3.5447505E-01
  4.2127989E+00  5.6031074E+00  6.3955645E+00  6.4800474E+00  6.6019832E+00  1.5402830E+02  6.4434360E+00  6.4402718E+00  6.2914845E+00  5.6032712E+00  4.2128546E+00  3.7905741E-01
  4.5769811E+00  5.9604043E+00  6.7487789E+00  6.8338193E+00  6.9539769E+00  1.6495671E+02  6.7979602E+00  6.7948157E+00  6.6463309E+00  5.9605712E+00  4.5770392E+00  4.0541748E-01
  4.9570897E+00  6.3336672E+00  7.1180300E+00  7.2035950E+00  7.3220230E+00  1.7638147E+02  7.1684980E+00  7.1653542E+00  7.0171874E+00  6.3338370E+00  4.9571500E+00  4.3366800E-01
  5.3535949E+00  6.7233625E+00  7.5037852E+00  7.5898400E+00  7.7065887E+00  1.8831052E+02  7.5555173E+00  7.5523530E+00  7.4045219E+00  6.7235350E+00  5.3536574E+00  4.6392809E-01
  5.7669689E+00  7.1299585E+00  7.9065140E+00  7.9930215E+00  8.1081429E+00  2.0075160E+02  7.9594880E+00  7.9562795E+00  7.8088044E+00  7.1301337E+00  5.7670335E+00  4.9632362E-01
  6.1976855E+00  7.5539247E+00  8.3266875E+00  8.4136083E+00  8.5271565E+00  2.1371213E+02  8.3808817E+00  8.3776028E+00  8.2305066E+00  7.5541025E+00  6.1977521E+00  5.3098746E-01
  6.6462196E+00  7.9957321E+00  8.7647781E+00  8.8520703E+00  8.9641016E+00  2.2719930E+02  8.8201713E+00  8.8167929E+00  8.6701015E+00  7.9959124E+00  6.6462881E+00  5.6805992E-01
  7.1130471E+00  8.4558520E+00  9.2212592E+00  9.3088781E+00  9.4194512E+00  2.4121999E+02  9.2778309E+00  9.2743207E+00  9.1280631E+00  8.4560347E+00  7.1131174E+00  6.0768904E-01
  7.5986445E+00  8.9347565E+00  9.6966051E+00  9.7845028E+00  9.8936794E+00  2.5578081E+02  9.7543348E+00  9.7506576E+00  9.6048659E+00  8.9349414E+00  7.5987165E+00  6.5003099E-01
  8.1034884E+00  9.4329172E+00  1.0191290E+01  1.0279415E+01  1.0387260E+01  2.7088809E+02  1.0250158E+01  1.0246275E+01  1.0100985E+01  9.4331044E+00  8.1035621E+00  6.9525049E-01
  8.6280555E+00  9.9508058E+00  1.0705789E+01  1.0794087E+01  1.0900668E+01  2.8654785E+02  1.0765776E+01  1.0761643E+01  1.0616895E+01  9.9509951E+00  8.6281307E+00  7.4352119E-01
  9.1728216E+00  1.0488893E+01  1.1240575E+01  1.1328987E+01  1.1434375E+01  3.0276580E+02  1.1301662E+01  1.1297233E+01  1.1153071E+01  1.0489084E+01  9.1728984E+00  7.9502610E-01
  9.7382621E+00  1.1047648E+01  1.1796121E+01  1.1884584E+01  1.1988857E+01  3.1954737E+02  1.1858290E+01  1.1853513E+01  1.1709986E+01  1.1047842E+01  9.7383403E+00  8.4995808E-01
  1.0324851E+01  1.1627540E+01  1.2372901E+01  1.2461347E+01  1.2564583E+01  3.3689765E+02  1.2436132E+01  1.2430951E+01  1.2288112E+01  1.1627735E+01  1.0324930E+01  9.0852026E-01
  1.0933060E+01  1.2229034E+01  1.2971383E+01  1.3059739E+01  1.3162024E+01  3.5482143E+02  1.3035660E+01  1.3030013E+01  1.2887921E+01  1.2229231E+01  1.0933141E+01  9.7092654E-01
  1.1563359E+01  1.2852594E+01  1.3592037E+01  1.3680226E+01  1.3781649E+01  3.7332318E+02  1.3657341E+01  1.3651161E+01  1.3509881E+01  1.2852793E+01  1.1563441E+01  1.0374021E+00
  1.2216217E+01  1.3498681E+01  1.4235328E+01  1.4323266E+01  1.4423923E+01  3.9240704E+02  1.4301643E+01  1.4294857E+01  1.4154458E+01  1.3498882E+01  1.2216301E+01  1.1081840E+00
  1.2892099E+01  1.4167753E+01  1.4901720E+01  1.4989317E+01  1.5089309E+01  4.1207682E+02  1.4969030E+01  1.4961558E+01  1.4822117E+01  1.4167956E+01  1.2892183E+01  1.1835216E+00
  1.3591466E+01  1.4860264E+01  1.5591674E+01  1.5678832E+01  1.5778268E+01  4.3233600E+02  1.5659960E+01  1.5651718E+01  1.5513318E+01  1.4860468E+01  1.3591551E+01  1.2636773E+00
  1.4314776E+01  1.5576664E+01  1.6305645E+01  1.6392262E+01  1.6491256E+01  4.5318773E+02  1.6374893E+01  1.6365785E+01  1.6228518E+01  1.5576870E+01  1.4314863E+01  1.3489269E+00
  1.5062484E+01  1.6317400E+01  1.7044086E+01  1.7130051E+01  1.7228725E+01  4.7463480E+02  1.7114280E+01  1.7104207E+01  1.6968170E+01  1.6317607E+01  1.5062572E+01  1.4395606E+00
  1.5835040E+01  1.7082910E+01  1.7807447E+01  1.7892640E+01  1.7991124E+01  4.9667967E+02  1.7878571E+01  1.7867422E+01  1.7732723E+01  1.7083119E+01  1.5835129E+01  1.5358832E+00
  1.6632888E+01  1.7873633E+01  1.8596170E+01  1.8680464E+01  1.8778896E+01  5.1932447E+02  1.8668209E+01  1.8655866E+01  1.8522620E+01  1.7873843E+01  1.6632978E+01  1.6382153E+00
  1.7456469E+01  1.8689996E+01  1.9410694E+01  1.9493951E+01  1.9592479E+01  5.4257096E+02  1.9483633E+01  1.9469969E+01  1.9338301E+01  1.8690207E+01  1.7456559E+01  1.7468936E+00
  1.8306216E+01  1.9532423E+01  2.0251452E+01  2.0333525E+01  2.0432306E+01  5.6642055E+02  2.0325276E+01  2.0310154E+01  2.0180198E+01  1.9532636E+01  1.8306307E+01  1.8622718E+00
  1.9182557E+01  2.0401333E+01  2.1118870E+01  2.1199603E+01  2.1298804E+01  5.9087431E+02  2.1193565E+01  2.1176837E+01  2.1048739E+01  2.0401547E+01  1.9182650E+01  1.9847215E+00
  2.0085916E+01  2.1297133E+01  2.2013370E+01  2.2092593E+01  2.2192393E+01  6.1593296E+02  2.2088922E+01  2.2070428E+01  2.1944345E+01  2.1297349E+01  2.0086009E+01  2.1146327E+00
  2.1016706E+01  2.2220228E+01  2.2935365E+01  2.3012898E+01  2.3113486E+01  6.4159686E+02  2.3011759E+01  2.2991329E+01  2.2867430E+01  2.2220445E+01  2.1016800E+01  2.2524150E+00
  2.1975335E+01  2.3171011E+01  2.3885261E+01  2.3960912E+01  2.4062491E+01  6.6786600E+02  2.3962485E+01  2.3939934E+01  2.3818400E+01  2.3171229E+01  2.1975429E+01  2.3984983E+00
  2.2962203E+01  2.4149869E+01  2.4863458E+01  2.4937021E+01  2.5039806E+01  6.9474005E+02  2.4941498E+01  2.4916629E+01  2.4797655E+01  2.4150088E+01  2.2962298E+01  2.5533338E+00
  2.3977703E+01  2.5157178E+01  2.5870347E+01  2.5941601E+01  2.6045822E+01  7.2221829E+02  2.5949190E+01  2.5921792E+01  2.5805586E+01  2.5157399E+01  2.3977799E+01  2.7173951E+00
  2.5022218E+01  2.6193308E+01  2.6906310E+01  2.6975021E+01  2.7080921E+01  7.5029965E+02  2.6985943E+01  2.6955789E+01  2.6842576E+01  2.6193530E+01  2.5022315E+01  2.8911787E+00
  2.6096124E+01  2.7258617E+01  2.7971721E+01  2.8037639E+01  2.8145478E+01  7.7898273E+02  2.8052132E+01  2.8018980E+01  2.7909000E+01  2.7258840E+01  2.6096221E+01  3.0752057E+00
  2.7199785E+01  2.8353453E+01  2.9066946E+01  2.9129802E+01  2.9239856E+01  8.0826574E+02  2.9148122E+01  2.9111713E+01  2.9005222E+01  2.8353677E+01  2.7199883E+01  3.2700226E+00
  1.0331103E+00  2.3802183E+00  3.1333157E+00  3.2291103E+00  3.3282163E+00  5.9178970E+01  3.1992866E+00  3.1966165E+00  3.0494445E+00  2.3803512E+00  1.0331318E+00  1.7462864E-01
  1.2330618E+00  2.5732659E+00  3.3222646E+00  3.4186232E+00  3.5159794E+00  6.4708356E+01  3.3893680E+00  3.3868584E+00  3.2398654E+00  2.5734035E+00  1.2330874E+00  1.8540590E-01
  1.4427119E+00  2.7760830E+00  3.5210523E+00  3.6179569E+00  3.7136002E+00  7.0581022E+01  3.5892633E+00  3.5869101E+00  3.4400958E+00  2.7762251E+00  1.4427414E+00  1.9702641E-01
  1.6624208E+00  2.9890265E+00  3.7300343E+00  3.8274664E+00  3.9214334E+00  7.6804940E+01  3.7993289E+00  3.7971272E+00  3.6504918E+00  2.9891730E+00  1.6624539E+00  2.0954587E-01
  1.8925514E+00  3.2124562E+00  3.9495690E+00  4.0475099E+00  4.1398369E+00  8.3387897E+01  4.0199239E+00  4.0178680E+00  3.8714128E+00  3.2126069E+00  1.8925880E+00  2.2302330E-01
  2.1334693E+00  3.4467345E+00  4.1800178E+00  4.2784482E+00  4.3691717E+00  9.0337483E+01  4.2514104E+00  4.2494938E+00  4.1032211E+00  3.4468892E+00  2.1335094E+00  2.3752121E-01
  2.3855428E+00  3.6922265E+00  4.4217448E+00  4.5206445E+00  4.6098012E+00  9.7661088E+01  4.4941531E+00  4.4923683E+00  4.3462814E+00  3.6923851E+00  2.3855860E+00  2.5310573E-01
  2.6491421E+00  3.9492994E+00  4.6751164E+00  4.7744649E+00  4.8620915E+00  1.0536590E+02  4.7485192E+00  4.7468575E+00  4.6009611E+00  3.9494616E+00  2.6491884E+00  2.6984687E-01
  2.9246397E+00  4.2183224E+00  4.9405015E+00  5.0402770E+00  5.1264109E+00  1.1345889E+02  5.0148781E+00  5.0133297E+00  4.8676295E+00  4.2184881E+00  2.9246889E+00  2.8781866E-01
  3.2124098E+00  4.4996666E+00  5.2182707E+00  5.3184506E+00  5.4031299E+00  1.2194683E+02  5.2936011E+00  5.2921548E+00  5.1466582E+00  4.4998357E+00  3.2124617E+00  3.0709936E-01
  3.5128282E+00  4.7937047E+00  5.5087967E+00  5.6093572E+00  5.6926204E+00  1.3083624E+02  5.5850614E+00  5.5837046E+00  5.4384203E+00  4.7938771E+00  3.5128829E+00  3.2777170E-01
  3.8262723E+00  5.1008106E+00  5.8124534E+00  5.9133694E+00  5.9952561E+00  1.4013345E+02  5.8896334E+00  5.8883520E+00  5.7432904E+00  5.1009861E+00  3.8263294E+00  3.4992306E-01
  4.1531202E+00  5.4213592E+00  6.1296162E+00  6.2308610E+00  6.3114120E+00  1.4984453E+02  6.2076930E+00  6.2064711E+00  6.0616445E+00  5.4215378E+00  4.1531798E+00  3.7364573E-01
  4.4937512E+00  5.7557265E+00  6.4606613E+00  6.5622069E+00  6.6414640E+00  1.5997533E+02  6.5396170E+00  6.5384369E+00  6.3938594E+00  5.7559079E+00  4.4938131E+00  3.9903713E-01
  4.8485449E+00  6.1042886E+00  6.8059657E+00  6.9077821E+00  6.9857888E+00  1.7053146E+02  6.8857827E+00  6.8846247E+00  6.7403126E+00  6.1044728E+00  4.8486090E+00  4.2620008E-01
  5.2178815E+00  6.4674220E+00  7.1659069E+00  7.2679620E+00  7.3447634E+00  1.8151828E+02  7.2465682E+00  7.2454102E+00  7.1013821E+00  6.4676089E+00  5.2179477E+00  4.5524304E-01
  5.6021409E+00  6.8455029E+00  7.5408623E+00  7.6431221E+00  7.7187650E+00  1.9294090E+02  7.6223514E+00  7.6211691E+00  7.4774458E+00  6.8456925E+00  5.6022091E+00  4.8628038E-01
  6.0017031E+00  7.2389076E+00  7.9312095E+00  8.0336375E+00  8.1081709E+00  2.0480419E+02  8.0135100E+00  8.0122765E+00  7.8688818E+00  7.2390996E+00  6.0017732E+00  5.1943270E-01
  6.4169472E+00  7.6480110E+00  8.3373253E+00  8.4398824E+00  8.5133576E+00  2.1711275E+02  8.4204216E+00  8.4191071E+00  8.2760674E+00  7.6482055E+00  6.4170192E+00  5.5482708E-01
  6.8482517E+00  8.0731877E+00  8.7595860E+00  8.8622303E+00  8.9347012E+00  2.2987092E+02  8.8434626E+00  8.8420344E+00  8.6993792E+00  8.0733844E+00  6.8483255E+00  5.9259742E-01
  7.2959940E+00  8.5148104E+00  9.1983667E+00  9.3010533E+00  9.3725764E+00  2.4308278E+02  9.2830086E+00  9.2814308E+00  9.1391929E+00  8.5150094E+00  7.2960695E+00  6.3288472E-01
  7.7605497E+00  8.9732504E+00  9.6540413E+00  9.7567218E+00  9.8273570E+00  2.5675214E+02  9.7394338E+00  9.7376669E+00  9.5958826E+00  8.9734516E+00  7.7606268E+00  6.7583749E-01
