# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_30/LUXqed17_PDF4LHC15_nnlo_30-mu2-10000-imem-18.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -ymax 12.0 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_30/LUXqed17_plus_PDF4LHC15_nnlo_30_0018.dat
# Stamped by ./gen_qed_grid on  3/08/2017 at 07:04:00
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_30, imem =           18
 # Qphoton =    100.00000000000000     
# charm mass = 1.3000000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.5600000E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.57560041661816     
 # QCD coupling at MZ =   0.11800021884307436     
# ymax =  12.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031848, mom_gluon =    0.4550393, mom_weighted_gluon =    0.4550393
# total momentum  (final) at Qlo (& components) 0.9994866 0.0000000 0.0048160 0.0138160 0.0223780 0.0337666 0.0386659 0.4518546 0.1313563 0.2565398 0.0245452 0.0137568 0.0048066 0.0000000 0.0000000 0.0031848 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9921598  0.9804988  2.0455470 -0.0335367 -0.0003002 -0.0000492  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00700 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 6.1442124E-06 8.2936352E-06 1.1194904E-05 1.5110938E-05 2.0396541E-05 2.7530467E-05 3.7158640E-05 5.0152366E-05 6.7686698E-05 9.1345808E-05 1.2326451E-04 1.6631795E-04 2.2437529E-04 3.0263781E-04 4.0808748E-04 5.5007849E-04 7.4111067E-04 9.9782918E-04 1.3422959E-03 1.8035700E-03 2.4196114E-03 3.2394636E-03 4.3255786E-03 5.7559903E-03 7.6258360E-03 1.0047507E-02 1.3148571E-02 1.7066724E-02 2.1941529E-02 2.7903648E-02 3.5063318E-02 4.3500507E-02 5.3258925E-02 6.4344971E-02 7.6731190E-02 9.0362742E-02 1.0516500E-01 1.2105078E-01 1.3792623E-01 1.5569518E-01 1.7426191E-01 1.9353276E-01 2.1341683E-01 2.3382624E-01 2.5467604E-01 2.7588402E-01 2.9737071E-01 3.1905927E-01 3.4087579E-01 3.6274949E-01 3.8461320E-01 4.0640386E-01 4.2806301E-01 4.4953726E-01 4.7077868E-01 4.9174506E-01 5.1240004E-01 5.3271304E-01 5.5265917E-01 5.7221885E-01 5.9137751E-01 6.1012510E-01 6.2845560E-01 6.4636656E-01 6.6385855E-01 6.8093470E-01 6.9760029E-01 7.1386231E-01 7.2972912E-01 7.4521012E-01 7.6031550E-01 7.7505598E-01 7.8944265E-01 8.0348676E-01 8.1719965E-01 8.3059260E-01 8.4367673E-01 8.5646300E-01 8.6896209E-01 8.8118439E-01 8.9313999E-01 9.0483864E-01 9.1628974E-01 9.2750234E-01 9.3848513E-01 9.4924647E-01 9.5979436E-01 9.7013648E-01 9.8028016E-01 9.9023242E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  1.2024410E+00  2.7727996E+00  3.4483024E+00  3.4223190E+00  3.5417994E+00  6.3908633E+01  3.5192562E+00  3.5115965E+00  3.3878096E+00  2.7729202E+00  1.2024605E+00  1.8597790E-01
  1.4198284E+00  2.9810314E+00  3.6542503E+00  3.6305661E+00  3.7483218E+00  6.9954120E+01  3.7262328E+00  3.7186301E+00  3.5947200E+00  2.9811559E+00  1.4198512E+00  1.9778928E-01
  1.6481900E+00  3.2003417E+00  3.8713078E+00  3.8498763E+00  3.9659399E+00  7.6393344E+01  3.9442982E+00  3.9367495E+00  3.8127227E+00  3.2004700E+00  1.6482159E+00  2.1054063E-01
  1.8879576E+00  3.4311583E+00  4.0999026E+00  4.0806777E+00  4.1950818E+00  8.3236731E+01  4.1738805E+00  4.1663821E+00  4.0422458E+00  3.4312902E+00  1.8879865E+00  2.2429550E-01
  2.1395679E+00  3.6739137E+00  4.3404671E+00  4.3234029E+00  4.4361803E+00  9.0494521E+01  4.4154128E+00  4.4079601E+00  4.2837223E+00  3.6740492E+00  2.1395996E+00  2.3912131E-01
  2.4034619E+00  3.9290450E+00  4.5934388E+00  4.5784894E+00  4.6896730E+00  9.8176757E+01  4.6693329E+00  4.6619202E+00  4.5375898E+00  3.9291839E+00  2.4034964E+00  2.5508956E-01
  2.6800850E+00  4.1969935E+00  4.8592591E+00  4.8463786E+00  4.9560018E+00  1.0629328E+02  4.9360828E+00  4.9287035E+00  4.8042905E+00  4.1971357E+00  2.6801222E+00  2.7227604E-01
  2.9698868E+00  4.4782048E+00  5.1383740E+00  5.1275163E+00  5.2356130E+00  1.1485373E+02  5.2161090E+00  5.2087553E+00  5.0842707E+00  4.4783502E+00  2.9699265E+00  2.9076108E-01
  3.2733204E+00  4.7731282E+00  5.4312334E+00  5.4223520E+00  5.5289566E+00  1.2386751E+02  5.5098619E+00  5.5025246E+00  5.3779805E+00  4.7732767E+00  3.2733626E+00  3.1062972E-01
  3.5908428E+00  5.0822166E+00  5.7382911E+00  5.7313387E+00  5.8364868E+00  1.3334383E+02  5.8177956E+00  5.8104642E+00  5.6858742E+00  5.0823681E+00  3.5908874E+00  3.3197204E-01
  3.9229143E+00  5.4059263E+00  6.0600041E+00  6.0549330E+00  6.1586608E+00  1.4329166E+02  6.1403676E+00  6.1330299E+00  6.0084092E+00  5.4060806E+00  3.9229611E+00  3.5488335E-01
  4.2699981E+00  5.7447165E+00  6.3968329E+00  6.3935943E+00  6.4959394E+00  1.5371973E+02  6.4780387E+00  6.4706809E+00  6.3460462E+00  5.7448737E+00  4.2700472E+00  3.7946449E-01
  4.6325605E+00  6.0990494E+00  6.7492408E+00  6.7477848E+00  6.8487861E+00  1.6463653E+02  6.8312727E+00  6.8238790E+00  6.6992488E+00  6.0992093E+00  4.6326116E+00  4.0582209E-01
  5.0110699E+00  6.4693894E+00  7.1176936E+00  7.1179692E+00  7.2176671E+00  1.7605030E+02  7.2005358E+00  7.1930885E+00  7.0684833E+00  6.4695519E+00  5.0111231E+00  4.3406888E-01
  5.4059974E+00  6.8562030E+00  7.5026596E+00  7.5046141E+00  7.6030508E+00  1.8796904E+02  7.5862968E+00  7.5787758E+00  7.4542182E+00  6.8563682E+00  5.4060525E+00  4.6432400E-01
  5.8178155E+00  7.2599588E+00  7.9046092E+00  7.9081882E+00  8.0054078E+00  2.0040046E+02  7.9890261E+00  7.9814090E+00  7.8569242E+00  7.2601264E+00  5.8178725E+00  4.9671328E-01
  6.2469986E+00  7.6811264E+00  8.3240143E+00  8.3291613E+00  8.4252101E+00  2.1335204E+02  8.4091962E+00  8.4014578E+00  8.2770734E+00  7.6812964E+00  6.2470575E+00  5.3136963E-01
  6.6940224E+00  8.1201768E+00  8.7613481E+00  8.7680047E+00  8.8629314E+00  2.2683094E+02  8.8472805E+00  8.8393931E+00  8.7151393E+00  8.1203492E+00  6.6940830E+00  5.6843333E-01
  7.1593632E+00  8.5775818E+00  9.2170849E+00  9.2251900E+00  9.3190460E+00  2.4084409E+02  9.3037538E+00  9.2956862E+00  9.1715966E+00  8.5777564E+00  7.1594255E+00  6.0805243E-01
