# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_30/LUXqed17_PDF4LHC15_nnlo_30-mu2-10000-imem-14.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -ymax 12.0 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_30/LUXqed17_plus_PDF4LHC15_nnlo_30_0014.dat
# Stamped by ./gen_qed_grid on  3/08/2017 at 07:03:57
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_30, imem =           14
 # Qphoton =    100.00000000000000     
# charm mass = 1.3000000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.5600000E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.57560041661816     
 # QCD coupling at MZ =   0.11800021884307436     
# ymax =  12.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031855, mom_gluon =    0.4543627, mom_weighted_gluon =    0.4543627
# total momentum  (final) at Qlo (& components) 0.9994451 0.0000000 0.0048580 0.0138153 0.0221680 0.0337820 0.0388570 0.4511772 0.1312290 0.2567480 0.0250204 0.0137562 0.0048485 0.0000000 0.0000000 0.0031855 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  3.0356702  0.9475522  1.9769629  0.1115045 -0.0003002 -0.0000492  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00701 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 6.1442124E-06 8.2936352E-06 1.1194904E-05 1.5110938E-05 2.0396541E-05 2.7530467E-05 3.7158640E-05 5.0152366E-05 6.7686698E-05 9.1345808E-05 1.2326451E-04 1.6631795E-04 2.2437529E-04 3.0263781E-04 4.0808748E-04 5.5007849E-04 7.4111067E-04 9.9782918E-04 1.3422959E-03 1.8035700E-03 2.4196114E-03 3.2394636E-03 4.3255786E-03 5.7559903E-03 7.6258360E-03 1.0047507E-02 1.3148571E-02 1.7066724E-02 2.1941529E-02 2.7903648E-02 3.5063318E-02 4.3500507E-02 5.3258925E-02 6.4344971E-02 7.6731190E-02 9.0362742E-02 1.0516500E-01 1.2105078E-01 1.3792623E-01 1.5569518E-01 1.7426191E-01 1.9353276E-01 2.1341683E-01 2.3382624E-01 2.5467604E-01 2.7588402E-01 2.9737071E-01 3.1905927E-01 3.4087579E-01 3.6274949E-01 3.8461320E-01 4.0640386E-01 4.2806301E-01 4.4953726E-01 4.7077868E-01 4.9174506E-01 5.1240004E-01 5.3271304E-01 5.5265917E-01 5.7221885E-01 5.9137751E-01 6.1012510E-01 6.2845560E-01 6.4636656E-01 6.6385855E-01 6.8093470E-01 6.9760029E-01 7.1386231E-01 7.2972912E-01 7.4521012E-01 7.6031550E-01 7.7505598E-01 7.8944265E-01 8.0348676E-01 8.1719965E-01 8.3059260E-01 8.4367673E-01 8.5646300E-01 8.6896209E-01 8.8118439E-01 8.9313999E-01 9.0483864E-01 9.1628974E-01 9.2750234E-01 9.3848513E-01 9.4924647E-01 9.5979436E-01 9.7013648E-01 9.8028016E-01 9.9023242E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  1.1728365E+00  2.6872534E+00  3.0941164E+00  3.5127684E+00  3.6195617E+00  6.4102833E+01  3.5448777E+00  3.4929074E+00  3.2791268E+00  2.6873740E+00  1.1728561E+00  1.8578401E-01
  1.3911520E+00  2.8972404E+00  3.3061772E+00  3.7198799E+00  3.8252024E+00  7.0148255E+01  3.7517909E+00  3.7004982E+00  3.4882485E+00  2.8973647E+00  1.3911746E+00  1.9759050E-01
  1.6204246E+00  3.1182753E+00  3.5292377E+00  3.9380740E+00  4.0419539E+00  7.6587521E+01  3.9697936E+00  3.9191652E+00  3.7084218E+00  3.1184032E+00  1.6204501E+00  2.1033735E-01
  1.8610864E+00  3.3507864E+00  3.7637283E+00  4.1677777E+00  4.2702435E+00  8.3431024E+01  4.1993136E+00  4.1493359E+00  3.9400758E+00  3.3509178E+00  1.8611148E+00  2.2408812E-01
  2.1135743E+00  3.5952066E+00  4.0100840E+00  4.4094231E+00  4.5105034E+00  9.0688970E+01  4.4407838E+00  4.3914424E+00  4.1836440E+00  3.5953414E+00  2.1136053E+00  2.3891020E-01
  2.3783294E+00  3.8519736E+00  4.2687444E+00  4.6634466E+00  4.7631703E+00  9.8371369E+01  4.6946414E+00  4.6459215E+00  4.4395649E+00  3.8521116E+00  2.3783630E+00  2.5487511E-01
  2.6557971E+00  4.1215290E+00  4.5401535E+00  4.9302891E+00  5.0286857E+00  1.0648803E+02  4.9613283E+00  4.9132141E+00  4.7082811E+00  4.1216702E+00  2.6558333E+00  2.7205863E-01
  2.9464269E+00  4.4043187E+00  4.8247594E+00  5.2103954E+00  5.3074949E+00  1.1504856E+02  5.2412906E+00  5.1937652E+00  4.9902395E+00  4.4044630E+00  2.9464655E+00  2.9054106E-01
  3.2506721E+00  4.7007923E+00  5.1230138E+00  5.5042141E+00  5.6000474E+00  1.2406235E+02  5.5349781E+00  5.4880237E+00  5.2858910E+00  4.7009396E+00  3.2507131E+00  3.1040744E-01
  3.5689896E+00  5.0114029E+00  5.4353725E+00  5.8121977E+00  5.9067966E+00  1.3353856E+02  5.8428445E+00  5.7964421E+00  5.5956899E+00  5.0115531E+00  3.5690328E+00  3.3174784E-01
  3.9018394E+00  5.3366070E+00  5.7622943E+00  6.1348017E+00  6.2281990E+00  1.4348614E+02  6.1653470E+00  6.1194762E+00  5.9200941E+00  5.3367600E+00  3.9018849E+00  3.5465754E-01
  4.2496848E+00  5.6768640E+00  6.1042413E+00  6.4724848E+00  6.5647145E+00  1.5391378E+02  6.5029459E+00  6.4575847E+00  6.2595648E+00  5.6770198E+00  4.2497324E+00  3.7923736E-01
  4.6129917E+00  6.0326360E+00  6.4616783E+00  6.8257083E+00  6.9168061E+00  1.6482996E+02  6.8561045E+00  6.8112293E+00  6.6145658E+00  6.0327945E+00  4.6130414E+00  4.0559392E-01
  4.9922286E+00  6.4043877E+00  6.8350729E+00  7.1949360E+00  7.2849390E+00  1.7624289E+02  7.2252885E+00  7.1808737E+00  6.9855636E+00  6.4045487E+00  4.9922803E+00  4.3383993E-01
  5.3878662E+00  6.7925855E+00  7.2248945E+00  7.5806338E+00  7.6695810E+00  1.8816054E+02  7.6109660E+00  7.5669841E+00  7.3730270E+00  6.7927490E+00  5.3879197E+00  4.6409447E-01
  5.8003768E+00  7.1976979E+00  7.6316148E+00  7.9832694E+00  8.0712018E+00  2.0059060E+02  8.0136072E+00  7.9700283E+00  7.7774267E+00  7.1978639E+00  5.8004322E+00  4.9648337E-01
  6.2302346E+00  7.6201946E+00  8.0557070E+00  8.4033121E+00  8.4902728E+00  2.1354052E+02  8.4336837E+00  8.3904756E+00  8.1992350E+00  7.6203629E+00  6.2302918E+00  5.3113948E-01
  6.6779149E+00  8.0605465E+00  8.4976454E+00  8.8412319E+00  8.9272668E+00  2.2701746E+02  8.8716687E+00  8.8287963E+00  8.6389255E+00  8.0607172E+00  6.6779738E+00  5.6820306E-01
  7.1438937E+00  8.5192251E+00  8.9579056E+00  9.2974999E+00  9.3826575E+00  2.4102830E+02  9.3280362E+00  9.2854616E+00  9.0969729E+00  8.5193981E+00  7.1439543E+00  6.0782211E-01
