# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_30/LUXqed17_PDF4LHC15_nnlo_30-mu2-10000-imem-5.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -ymax 12.0 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_30/LUXqed17_plus_PDF4LHC15_nnlo_30_0005.dat
# Stamped by ./gen_qed_grid on  3/08/2017 at 07:03:50
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_30, imem =            5
 # Qphoton =    100.00000000000000     
# charm mass = 1.3000000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.5600000E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.57560041661816     
 # QCD coupling at MZ =   0.11800021884307436     
# ymax =  12.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031818, mom_gluon =    0.4570223, mom_weighted_gluon =    0.4570223
# total momentum  (final) at Qlo (& components) 0.9996547 0.0000000 0.0047862 0.0138382 0.0223833 0.0337863 0.0385840 0.4538405 0.1308618 0.2555364 0.0243003 0.0137791 0.0047768 0.0000000 0.0000000 0.0031818 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9110916  0.9934523  1.9996630 -0.0816743 -0.0003002 -0.0000492  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00696 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 6.1442124E-06 8.2936352E-06 1.1194904E-05 1.5110938E-05 2.0396541E-05 2.7530467E-05 3.7158640E-05 5.0152366E-05 6.7686698E-05 9.1345808E-05 1.2326451E-04 1.6631795E-04 2.2437529E-04 3.0263781E-04 4.0808748E-04 5.5007849E-04 7.4111067E-04 9.9782918E-04 1.3422959E-03 1.8035700E-03 2.4196114E-03 3.2394636E-03 4.3255786E-03 5.7559903E-03 7.6258360E-03 1.0047507E-02 1.3148571E-02 1.7066724E-02 2.1941529E-02 2.7903648E-02 3.5063318E-02 4.3500507E-02 5.3258925E-02 6.4344971E-02 7.6731190E-02 9.0362742E-02 1.0516500E-01 1.2105078E-01 1.3792623E-01 1.5569518E-01 1.7426191E-01 1.9353276E-01 2.1341683E-01 2.3382624E-01 2.5467604E-01 2.7588402E-01 2.9737071E-01 3.1905927E-01 3.4087579E-01 3.6274949E-01 3.8461320E-01 4.0640386E-01 4.2806301E-01 4.4953726E-01 4.7077868E-01 4.9174506E-01 5.1240004E-01 5.3271304E-01 5.5265917E-01 5.7221885E-01 5.9137751E-01 6.1012510E-01 6.2845560E-01 6.4636656E-01 6.6385855E-01 6.8093470E-01 6.9760029E-01 7.1386231E-01 7.2972912E-01 7.4521012E-01 7.6031550E-01 7.7505598E-01 7.8944265E-01 8.0348676E-01 8.1719965E-01 8.3059260E-01 8.4367673E-01 8.5646300E-01 8.6896209E-01 8.8118439E-01 8.9313999E-01 9.0483864E-01 9.1628974E-01 9.2750234E-01 9.3848513E-01 9.4924647E-01 9.5979436E-01 9.7013648E-01 9.8028016E-01 9.9023242E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  1.2045152E+00  2.8082394E+00  3.3641300E+00  3.4088551E+00  3.4458535E+00  6.2575011E+01  3.4444668E+00  3.4245006E+00  3.2225603E+00  2.8083599E+00  1.2045347E+00  1.8578892E-01
  1.4203628E+00  3.0144660E+00  3.5696675E+00  3.6159730E+00  3.6523567E+00  6.8648414E+01  3.6510715E+00  3.6315237E+00  3.4303468E+00  3.0145909E+00  1.4203859E+00  1.9756919E-01
  1.6472177E+00  3.2318127E+00  3.7863299E+00  3.8341803E+00  3.8699634E+00  7.5113285E+01  3.8687791E+00  3.8496399E+00  3.6492180E+00  3.2319417E+00  1.6472443E+00  2.1028654E-01
  1.8855058E+00  3.4607009E+00  4.0145393E+00  4.0638991E+00  4.0990963E+00  8.1979903E+01  4.0980121E+00  4.0792715E+00  3.8795971E+00  3.4608338E+00  1.8855357E+00  2.2400427E-01
  2.1356578E+00  3.7015569E+00  4.2547226E+00  4.3055564E+00  4.3401828E+00  8.9258369E+01  4.3391983E+00  4.3208454E+00  4.1219123E+00  3.7016937E+00  2.1356909E+00  2.3878956E-01
  2.3981090E+00  3.9548117E+00  4.5073117E+00  4.5595838E+00  4.5936554E+00  9.6958595E+01  4.5927699E+00  4.5747930E+00  4.3765962E+00  3.9549522E+00  2.3981451E+00  2.5471364E-01
  2.6732989E+00  4.2209008E+00  4.7727429E+00  4.8264173E+00  4.8599508E+00  1.0509030E+02  4.8591639E+00  4.8415503E+00  4.6440861E+00  4.2210448E+00  2.6733379E+00  2.7185201E-01
  2.9616713E+00  4.5002638E+00  5.0514568E+00  5.1064970E+00  5.1395101E+00  1.1366301E+02  5.1388212E+00  5.1215574E+00  4.9248237E+00  4.5004112E+00  2.9617131E+00  2.9028468E-01
  3.2636739E+00  4.7933441E+00  5.3438982E+00  5.4002670E+00  5.4327784E+00  1.2268602E+02  5.4321871E+00  5.4152584E+00  5.2192545E+00  4.7934949E+00  3.2637183E+00  3.1009637E-01
  3.5797581E+00  5.1005891E+00  5.6505155E+00  5.7081749E+00  5.7402047E+00  1.3216844E+02  5.7397106E+00  5.7231008E+00  5.5278278E+00  5.1007430E+00  3.5798050E+00  3.3137680E-01
  3.9103786E+00  5.4224494E+00  5.9717608E+00  6.0306720E+00  6.0622414E+00  1.4211913E+02  6.0618441E+00  6.0455359E+00  5.8509965E+00  5.4226063E+00  3.9104280E+00  3.5422089E-01
  4.2559933E+00  5.7593786E+00  6.3080895E+00  6.3682124E+00  6.3993443E+00  1.5254676E+02  6.3990436E+00  6.3830176E+00  6.1892168E+00  5.7595385E+00  4.2560451E+00  3.7872907E-01
  4.6170632E+00  6.1118335E+00  6.6599598E+00  6.7212532E+00  6.7519722E+00  1.6345972E+02  6.7517676E+00  6.7360032E+00  6.5429477E+00  6.1119962E+00  4.6171172E+00  4.0500754E-01
  4.9940517E+00  6.4802731E+00  7.0278329E+00  7.0902539E+00  7.1205863E+00  1.7486619E+02  7.1204776E+00  7.1049520E+00  6.9126509E+00  6.4804386E+00  4.9941078E+00  4.3316857E-01
  5.3874243E+00  6.8651587E+00  7.4121722E+00  7.4756762E+00  7.5056506E+00  1.8677408E+02  7.5056375E+00  7.4903257E+00  7.2987907E+00  6.8653268E+00  5.3874825E+00  4.6333079E-01
  5.7976489E+00  7.2669535E+00  7.8134432E+00  7.8779837E+00  7.9076309E+00  1.9919107E+02  7.9077132E+00  7.8925880E+00  7.7018332E+00  7.2671243E+00  5.7977091E+00  4.9561953E-01
  6.2251948E+00  7.6861223E+00  8.2321131E+00  8.2976416E+00  8.3269947E+00  2.1212455E+02  8.3271722E+00  8.3122039E+00  8.1222463E+00  7.6862956E+00  6.2252569E+00  5.3016713E-01
  6.6705327E+00  8.1231311E+00  8.6686507E+00  8.7351162E+00  8.7642112E+00  2.2558166E+02  8.7644837E+00  8.7496398E+00  8.5604993E+00  8.1233067E+00  6.6705966E+00  5.6711327E-01
  7.1341343E+00  8.5784465E+00  9.1235258E+00  9.1908747E+00  9.2197503E+00  2.3956927E+02  9.2201177E+00  9.2053627E+00  9.0170626E+00  8.5786245E+00  7.1341999E+00  6.0660539E-01
