PdfType: central
Format: lhagrid1
---
  1.00000000E-09  1.28050870E-09  1.63970270E-09  2.09965360E-09  2.68862480E-09  3.44280760E-09  4.40854520E-09  5.64518080E-09  7.22870340E-09  9.25641790E-09  1.18529240E-08  1.51777730E-08  1.94352710E-08  2.48870350E-08  3.18680660E-08  4.08073370E-08  5.22541520E-08  6.69118990E-08  8.56812720E-08  1.09715620E-07  1.40491810E-07  1.79900990E-07  2.30364790E-07  2.94984130E-07  3.77729760E-07  4.83686270E-07  6.19364500E-07  7.93101660E-07  1.01557360E-06  1.30045090E-06  1.66523880E-06  2.13235280E-06  2.73049640E-06  3.49642460E-06  4.47720220E-06  5.73309660E-06  7.34128040E-06  9.40057380E-06  1.20375170E-05  1.54141460E-05  1.97379490E-05  2.52746160E-05  3.23643670E-05  4.14428550E-05  5.30679380E-05  6.79539590E-05  8.70156390E-05  1.11424290E-04  1.42679780E-04  1.82702700E-04  2.33952410E-04  2.99578100E-04  3.83612380E-04  4.91219010E-04  6.29010240E-04  8.05453120E-04  1.03138980E-03  1.32070360E-03  1.69117250E-03  2.16556120E-03  2.77302010E-03  3.55087650E-03  4.54692850E-03  5.82238170E-03  7.45561070E-03  9.54697470E-03  1.22249850E-02  1.56542000E-02  2.00453400E-02  2.56682330E-02  3.28683970E-02  4.20882700E-02  5.38943980E-02  6.90122480E-02  8.83707870E-02  1.00000000E-01  1.12162160E-01  1.24324320E-01  1.36486490E-01  1.48648650E-01  1.60810810E-01  1.72972970E-01  1.85135140E-01  1.97297300E-01  2.09459460E-01  2.21621620E-01  2.33783780E-01  2.45945950E-01  2.58108110E-01  2.70270270E-01  2.82432430E-01  2.94594590E-01  3.06756760E-01  3.18918920E-01  3.31081080E-01  3.43243240E-01  3.55405410E-01  3.67567570E-01  3.79729730E-01  3.91891890E-01  4.04054050E-01  4.16216220E-01  4.28378380E-01  4.40540540E-01  4.52702700E-01  4.64864860E-01  4.77027030E-01  4.89189190E-01  5.01351350E-01  5.13513510E-01  5.25675680E-01  5.37837840E-01  5.50000000E-01  5.62162160E-01  5.74324320E-01  5.86486490E-01  5.98648650E-01  6.10810810E-01  6.22972970E-01  6.35135140E-01  6.47297300E-01  6.59459460E-01  6.71621620E-01  6.83783780E-01  6.95945950E-01  7.08108110E-01  7.20270270E-01  7.32432430E-01  7.44594590E-01  7.56756760E-01  7.68918920E-01  7.81081080E-01  7.93243240E-01  8.05405410E-01  8.17567570E-01  8.29729730E-01  8.41891890E-01  8.54054050E-01  8.66216220E-01  8.78378380E-01  8.90540540E-01  9.02702700E-01  9.14864860E-01  9.27027030E-01  9.39189190E-01  9.51351350E-01  9.63513510E-01  9.75675680E-01  9.87837840E-01  1.00000000E+00
  1.65000000E+00  1.78743880E+00  1.94290530E+00  2.11937490E+00  2.32041000E+00  2.55029450E+00  2.81420250E+00  3.11841230E+00  3.47057750E+00  3.88007520E+00  4.35845160E+00  4.92000000E+00
 -5 -4 -3 -2 -1 21  1  2  3  4  5
  0.00000000E+00  1.35489450E-01  2.92519360E+00  1.68410970E+00  2.81640880E+00  3.94197420E+01  2.81671270E+00  1.68442560E+00  2.92485070E+00  1.35489420E-01  0.00000000E+00
  0.00000000E+00  7.42677420E-01  3.51872850E+00  2.28981500E+00  3.40871080E+00  4.18114950E+01  3.40901950E+00  2.29013590E+00  3.51838200E+00  7.42677720E-01  0.00000000E+00
  0.00000000E+00  1.41397710E+00  4.17662750E+00  2.95964810E+00  4.06541700E+00  4.45934630E+01  4.06573040E+00  2.95997410E+00  4.17627730E+00  1.41397780E+00  0.00000000E+00
  0.00000000E+00  2.15461530E+00  4.90410360E+00  3.69883340E+00  4.79173890E+00  4.79673640E+01  4.79205720E+00  3.69916460E+00  4.90375020E+00  2.15461620E+00  0.00000000E+00
  0.00000000E+00  2.97049850E+00  5.70705100E+00  4.51327510E+00  5.59356920E+00  5.21839090E+01  5.59389210E+00  4.51361140E+00  5.70669390E+00  2.97049980E+00  0.00000000E+00
  0.00000000E+00  3.86848270E+00  6.59231350E+00  5.40982700E+00  6.47775040E+00  5.75504480E+01  6.47807810E+00  5.41016820E+00  6.59195300E+00  3.86848420E+00  0.00000000E+00
  0.00000000E+00  4.85646310E+00  7.56777470E+00  6.39638270E+00  7.45216510E+00  6.44340420E+01  7.45249710E+00  6.39672880E+00  7.56741030E+00  4.85646480E+00  0.00000000E+00
  0.00000000E+00  5.94310240E+00  8.64208680E+00  7.48160290E+00  8.52546400E+00  7.32667560E+01  8.52580070E+00  7.48195400E+00  8.64171940E+00  5.94310450E+00  0.00000000E+00
  0.00000000E+00  7.13993590E+00  9.82677510E+00  8.67702080E+00  9.70917130E+00  8.45615840E+01  9.70951240E+00  8.67737680E+00  9.82640410E+00  7.13993810E+00  0.00000000E+00
  0.00000000E+00  8.45684690E+00  1.11317130E+01  9.99251870E+00  1.10131590E+01  9.88953490E+01  1.10135050E+01  9.99288010E+00  1.11313390E+01  8.45684970E+00  0.00000000E+00
  0.00000000E+00  9.91075410E+00  1.25738110E+01  1.14450140E+01  1.24543370E+01  1.16945140E+02  1.24546870E+01  1.14453800E+01  1.25734330E+01  9.91075670E+00  0.00000000E+00
  0.00000000E+00  1.15123340E+01  1.41637360E+01  1.30451820E+01  1.40433720E+01  1.39484650E+02  1.40437260E+01  1.30455520E+01  1.41633550E+01  1.15123370E+01  0.00000000E+00
  0.00000000E+00  1.30854020E-01  2.80525420E+00  1.67905100E+00  2.67943240E+00  3.71816610E+01  2.67976280E+00  1.67939460E+00  2.80488460E+00  1.30854020E-01  0.00000000E+00
  0.00000000E+00  7.07165200E-01  3.36864980E+00  2.25352800E+00  3.24197640E+00  3.94830260E+01  3.24231170E+00  2.25387700E+00  3.36827640E+00  7.07165590E-01  0.00000000E+00
  0.00000000E+00  1.34396750E+00  3.99277330E+00  2.88851700E+00  3.86528050E+00  4.21787490E+01  3.86562090E+00  2.88887150E+00  3.99239620E+00  1.34396820E+00  0.00000000E+00
