# ptl2
# underflow	  0.0000000    	  0.0000000    
# overflow	-0.37342682E-01	 0.63097086E-04
# sum	-0.22042158    	 0.16157650E-03
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	  0.0000000    	  0.0000000    
  15.000000    	  30.000000    	-0.19233513E-02	 0.23291217E-04
  30.000000    	  45.000000    	-0.22663942E-01	 0.72356536E-04
  45.000000    	  60.000000    	-0.38584503E-01	 0.67659890E-04
  60.000000    	  75.000000    	-0.30163618E-01	 0.52502460E-04
  75.000000    	  90.000000    	-0.23849533E-01	 0.47795424E-04
  90.000000    	  105.00000    	-0.20893689E-01	 0.45676230E-04
  105.00000    	  120.00000    	-0.17992250E-01	 0.42947719E-04
  120.00000    	  135.00000    	-0.14958418E-01	 0.39266104E-04
  135.00000    	  150.00000    	-0.12049594E-01	 0.35445030E-04
