# ptl3
# underflow	  0.0000000    	  0.0000000    
# overflow	-0.66380121E-02	 0.35187296E-04
# sum	-0.22041640    	 0.16396572E-03
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	-0.98890629E-03	 0.12273600E-04
  15.000000    	  30.000000    	-0.29235888E-01	 0.68693243E-04
  30.000000    	  45.000000    	-0.66083785E-01	 0.94570540E-04
  45.000000    	  60.000000    	-0.38483829E-01	 0.57204824E-04
  60.000000    	  75.000000    	-0.24790500E-01	 0.47831354E-04
  75.000000    	  90.000000    	-0.19570942E-01	 0.44974767E-04
  90.000000    	  105.00000    	-0.14228448E-01	 0.40289235E-04
  105.00000    	  120.00000    	-0.96714866E-02	 0.34404983E-04
  120.00000    	  135.00000    	-0.64762670E-02	 0.28924233E-04
  135.00000    	  150.00000    	-0.42483422E-02	 0.24639917E-04
